source_row_id,dialect,original_text,normalized_text,reason
34029,DIAL_EGY,طيب ليه مش قادرة ؟,طيب ليه مش قادره,too_short
34030,DIAL_EGY,طيب ليه مش قادرة ؟,طيب ليه مش قادره,too_short
34032,MSA,ابارك للسعوديين والشباب التأهل . .,ابارك للسعوديين والشباب التاهل,too_short
34033,MSA,ابارك للسعوديين والشباب التأهل . .,ابارك للسعوديين والشباب التاهل,too_short
34035,DIAL_GLF,غريب امركم ؟ ؟,غريب امركم,too_short
34036,DIAL_GLF,وشو يحاسبون المشايخ,وشو يحاسبون المشايخ,too_short
34037,DIAL_GLF,اروح على,اروح علي,too_short
34042,MSA,تحياتى,تحياتي,too_short
34043,MSA,تحياتى,تحياتي,too_short
34044,MSA,تحياتى,تحياتي,too_short
34053,MSA,حتى لومنح العرب اليهود,حتي لومنح العرب اليهود,too_short
34066,MSA,كشف المدير الفني للمجمع البترولي ، جعفر بلحسين ، أن مسؤولي الكونفيدرالية الإفريقية قدموا اعتذارات لمسؤولي فريقه على المهزلة التي تسبب فيها طاقم التحكيم الكاميروني . وقال بلحسين ، إنه لم يكن يشرّفه الفوز بالكأس الممتازة بمساعدة التحكيم ، موضحا أن فريقه كان أفضل من الزمالك ، ولولا تحيز الحكمين لكان التتويج من نصيب المجمع . وأوضح المدير الفني ، أن المجمع تفاجأ لتغير موقف طاقم التحكيم في الشوط الثاني ، كاشفا أن الطاقم التحكيم تحول إلى أضحوكة عندما مال إلى إقصاء لاعبي المجمع وهم في حالة هجوم ، وعادة ، يقول المتحدث ، إن العقوبات بدقيقتين تسلط على اللاعبين وهم في حالة دفاع . وقال إنه يتأسف لخسارة فريقه ، الذي كان في تقديره ، يأمل في المشاركة في كأس العالم للأندية,كشف المدير الفني للمجمع البترولي جعفر بلحسين ان مسوولي الكونفيدراليه الافريقيه قدموا اعتذارات لمسوولي فريقه علي المهزله التي تسبب فيها طاقم التحكيم الكاميروني وقال بلحسين انه لم يكن يشرفه الفوز بالكاس الممتازه بمساعده التحكيم موضحا ان فريقه كان افضل من الزمالك ولولا تحيز الحكمين لكان التتويج من نصيب المجمع واوضح المدير الفني ان المجمع تفاجا لتغير موقف طاقم التحكيم في الشوط الثاني كاشفا ان الطاقم التحكيم تحول الي اضحوكه عندما مال الي اقصاء لاعبي المجمع وهم في حاله هجوم وعاده يقول المتحدث ان العقوبات بدقيقتين تسلط علي اللاعبين وهم في حاله دفاع وقال انه يتاسف لخساره فريقه الذي كان في تقديره يامل في المشاركه في كاس العالم للانديه,exact_duplicate
34070,MSA,2 عدم استقرار,2 عدم استقرار,too_short
34072,MSA,فعلا انت جريدتي,فعلا انت جريدتي,too_short
34076,DIAL_GLF,لويخليه في المحاسبه احسن,لويخليه في المحاسبه احسن,too_short
34079,MSA,في كل,في كل,too_short
34080,MSA,الاجابه ولا,الاجابه ولا,too_short
34087,DIAL_LEV,والله حرام,والله حرام,too_short
34094,DIAL_GLF,اهم شي البنت الصغيره,اهم شي البنت الصغيره,too_short
34101,MSA,,,empty_after_normalization
34104,MSA,النيلُ فتّحَ للصديق ذراعَهُ ** والشعبُ فتَّحَ للشقيق الأضلعَا,النيل فتح للصديق ذراعه والشعب فتح للشقيق الاضلعا,exact_duplicate
34105,MSA,النيلُ فتّحَ للصديق ذراعَهُ ** والشعبُ فتَّحَ للشقيق الأضلعَا,النيل فتح للصديق ذراعه والشعب فتح للشقيق الاضلعا,exact_duplicate
34106,MSA,اعوذ بالله هذا مره,اعوذ بالله هذا مره,too_short
34108,DIAL_EGY,اسيوط مستنياك يا,اسيوط مستنياك يا,too_short
34109,DIAL_EGY,اسيوط مستنياك يا,اسيوط مستنياك يا,too_short
34114,MSA,والعصرالحديث حاضر / رحم الله,والعصرالحديث حاضر رحم الله,too_short
34117,MSA,ما شاء الله,ما شاء الله,too_short
34120,DIAL_GLF,بكرة يطلعون المشايخ يكذبونك .,بكره يطلعون المشايخ يكذبونك,too_short
34121,DIAL_GLF,الصوالين,الصوالين,too_short
34124,DIAL_GLF,وبدون,وبدون,too_short
34125,MSA,الكأس من اليوم الى,الكاس من اليوم الي,too_short
34127,MSA,طريقها من يعتقد انها فريسة سهله ويسترزق بهذه التصرفات,طريقها من يعتقد انها فريسه سهله ويسترزق بهذه التصرفات,exact_duplicate
34132,MSA,انتبهوا الله,انتبهوا الله,too_short
34133,DIAL_GLF,الله يوفق الهلال,الله يوفق الهلال,too_short
34134,MSA,وبالتوفي لنادي الهلال :,وبالتوفي لنادي الهلال,too_short
34135,MSA,أعطنى دليلك,اعطني دليلك,too_short
34137,MSA,الله يقويهم .,الله يقويهم,too_short
34141,MSA,حسبي الله ونعم الوكيل,حسبي الله ونعم الوكيل,too_short
34143,MSA,لان المرأة,لان المراه,too_short
34146,MSA,و هذا الاخضر ما تغلبونه . .,و هذا الاخضر ما تغلبونه,exact_duplicate
34147,DIAL_GLF,ياليتني مثلها,ياليتني مثلها,too_short
34148,DIAL_EGY,مهما شوفنا ومهما,مهما شوفنا ومهما,too_short
34149,DIAL_EGY,مهما شوفنا ومهما,مهما شوفنا ومهما,too_short
34150,DIAL_EGY,مهما شوفنا ومهما,مهما شوفنا ومهما,too_short
34152,MSA,نحب ونخلص النيه وتجمعنا,نحب ونخلص النيه وتجمعنا,too_short
34156,MSA,الحل,الحل,too_short
34165,DIAL_LEV,وسوبر,وسوبر,too_short
34167,MSA,تأهل الوحدات لنهائي كأس,تاهل الوحدات لنهايي كاس,too_short
34173,DIAL_GLF,حرام المسكين ما معه,حرام المسكين ما معه,too_short
34175,DIAL_GLF,كبير,كبير,too_short
34179,DIAL_GLF,واللي قاهرني لوحة قبل تفتيش الخرج يمكن بكيلوين مكتوب عليها السرعة 30 . . . بالله فيه مجنون بيهدي لسرعة 30 وكم سيارة بتلزق بظهرة ؟,واللي قاهرني لوحه قبل تفتيش الخرج يمكن بكيلوين مكتوب عليها السرعه 30 بالله فيه مجنون بيهدي لسرعه 30 وكم سياره بتلزق بظهره,exact_duplicate
34181,DIAL_GLF,ه ولاتحركت وعادي,ه ولاتحركت وعادي,too_short
34184,MSA,منظر غير حضاري,منظر غير حضاري,too_short
34185,MSA,السئوال الي يطرح نفسة,السيوال الي يطرح نفسه,too_short
34186,MSA,مقال جدا,مقال جدا,too_short
34187,MSA,ربك يمهل ولا,ربك يمهل ولا,too_short
34194,MSA,بحبك يا,بحبك يا,too_short
34198,DIAL_GLF,غزالله مافلحت,غزالله مافلحت,too_short
34203,MSA,اذا نال جزاه ؛ ؛ ؛ فخيانة,اذا نال جزاه فخيانه,too_short
34205,MSA,هل هذا تعليق,هل هذا تعليق,too_short
34207,MSA,( اما بخصوص صاحب الكوع . .,اما بخصوص صاحب الكوع,too_short
34210,DIAL_GLF,إن شاءالله يسمحون للحريم,ان شاءالله يسمحون للحريم,too_short
34218,MSA,( وواكبه تمسح فى التوريث والديمقراطية,وواكبه تمسح في التوريث والديمقراطيه,exact_duplicate
34221,DIAL_LEV,خليك إلنا يا,خليك النا يا,too_short
34227,MSA,سارعي للمجد و,سارعي للمجد و,too_short
34228,MSA,عندما كان المعتصم معنصم,عندما كان المعتصم معنصم,too_short
34229,MSA,الله من ضياع الهوية .,الله من ضياع الهويه,too_short
34232,MSA,فهل هذا يرضي فضيلتك ؟ ! !,فهل هذا يرضي فضيلتك,too_short
34236,MSA,وكل شىء قابل,وكل شيء قابل,too_short
34240,MSA,والاختيار والشاهد هذه,والاختيار والشاهد هذه,too_short
34243,MSA,الصورة الاولى وفيها رجل مع زوجته وشابان يجلسان بجوارهما,الصوره الاولي وفيها رجل مع زوجته وشابان يجلسان بجوارهما,exact_duplicate
34247,MSA,االف مبروك ومزيد من,االف مبروك ومزيد من,too_short
34252,DIAL_GLF,صح السانك يا فهد,صح السانك يا فهد,too_short
34253,DIAL_EGY,انت لسه عايش,انت لسه عايش,too_short
34254,DIAL_GLF,مابه حب بدون معاناه . .,مابه حب بدون معاناه,too_short
34255,DIAL_LEV,المادر زي,المادر زي,too_short
34256,MSA,كم عدد العاطلين عن,كم عدد العاطلين عن,too_short
34259,MSA,وكأنه يشير الى العجلة,وكانه يشير الي العجله,too_short
34264,MSA,الله يرحمهم ويسكنهم فسيح,الله يرحمهم ويسكنهم فسيح,too_short
34265,MSA,الله يرحمهم ويسكنهم فسيح,الله يرحمهم ويسكنهم فسيح,too_short
34266,MSA,الله يرحمهم ويسكنهم فسيح,الله يرحمهم ويسكنهم فسيح,too_short
34272,DIAL_LEV,حاسدين المعانيه على نقطه,حاسدين المعانيه علي نقطه,too_short
34275,MSA,والله,والله,too_short
34278,MSA,كماذًكر ألأخوة ماركات مُزوًّرة,كماذكر الاخوه ماركات مزوره,too_short
34279,MSA,حَمَلَتْ سِفَاحًا فَاسْتبَاحَ,حملت سفاحا فاستباح,too_short
34282,MSA,ولا ترموا بأنفسكم,ولا ترموا بانفسكم,too_short
34289,MSA,ويحسن خاتمتنا,ويحسن خاتمتنا,too_short
34290,DIAL_LEV,عبدلله شيخ,عبدلله شيخ,too_short
34301,MSA,تشمل التسوق والترفيه والسينما,تشمل التسوق والترفيه والسينما,too_short
34302,MSA,اما حان اقفال هذا,اما حان اقفال هذا,too_short
34307,MSA,ربنا يرحم ضحايا,ربنا يرحم ضحايا,too_short
34313,MSA,قوة إلا بالله,قوه الا بالله,too_short
34317,MSA,واهلابك في بلد الاسلام,واهلابك في بلد الاسلام,too_short
34319,DIAL_GLF,اولاد الكلب يلطعو,اولاد الكلب يلطعو,too_short
34323,MSA,"تعليق 9 ,",تعليق 9,too_short
34325,MSA,كنا نتمنى تاهل ثلاثي,كنا نتمني تاهل ثلاثي,too_short
34326,MSA,وشكرا,وشكرا,too_short
34328,MSA,عين زرقاء وعين,عين زرقاء وعين,too_short
34334,MSA,كلنا معاكم ان شاء,كلنا معاكم ان شاء,too_short
34341,MSA,ياسادة هذا الدين,ياساده هذا الدين,too_short
34342,MSA,بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم,too_short
34344,DIAL_GLF,ليتنا مثلهم نقاطع,ليتنا مثلهم نقاطع,too_short
34346,DIAL_GLF,والا تدبيل,والا تدبيل,too_short
34348,MSA,وهناك,وهناك,too_short
34361,DIAL_GLF,فيه كم حلقه شدتني - -,فيه كم حلقه شدتني,too_short
34362,MSA,2 - قينان,2 قينان,too_short
34363,MSA,,,empty_after_normalization
34366,MSA,دائما كبير في اقوالك,دايما كبير في اقوالك,too_short
34371,MSA,كل واحد يغني على,كل واحد يغني علي,too_short
34374,MSA,ويكثر من,ويكثر من,too_short
34376,DIAL_LEV,ولآكن الناس بزيّدوها ( الهديّة,ولاكن الناس بزيدوها الهديه,too_short
34378,DIAL_GLF,وين الهيئه من,وين الهييه من,too_short
34379,MSA,من قلبي !,من قلبي,too_short
34380,DIAL_GLF,والله إن حنا أحسن,والله ان حنا احسن,too_short
34381,MSA,وكذلك وفاء قسطنطين,وكذلك وفاء قسطنطين,too_short
34383,MSA,للاستماع الى,للاستماع الي,too_short
34387,MSA,لاعب رائع فوق,لاعب رايع فوق,too_short
34396,MSA,انت فخر لاردننا الحبيب,انت فخر لاردننا الحبيب,too_short
34403,MSA,الحمدلله لك,الحمدلله لك,too_short
34404,MSA,الحمدلله لك,الحمدلله لك,too_short
34406,DIAL_LEV,روعه يا علي الشريف,روعه يا علي الشريف,too_short
34415,MSA,", وفي أعتقادي أنكم لن تفعلوا , لإنه لا يوجد دليل على ما تقولون , و العكس صحيح , ستجدون ما يبرئ ساحة الرجل و يبرز مواقفه الشجاعة",وفي اعتقادي انكم لن تفعلوا لانه لا يوجد دليل علي ما تقولون و العكس صحيح ستجدون ما يبري ساحه الرجل و يبرز مواقفه الشجاعه,exact_duplicate
34416,MSA,", وفي أعتقادي أنكم لن تفعلوا , لإنه لا يوجد دليل على ما تقولون , و العكس صحيح , ستجدون ما يبرئ ساحة الرجل و يبرز مواقفه الشجاعة",وفي اعتقادي انكم لن تفعلوا لانه لا يوجد دليل علي ما تقولون و العكس صحيح ستجدون ما يبري ساحه الرجل و يبرز مواقفه الشجاعه,exact_duplicate
34417,MSA,", وفي أعتقادي أنكم لن تفعلوا , لإنه لا يوجد دليل على ما تقولون , و العكس صحيح , ستجدون ما يبرئ ساحة الرجل و يبرز مواقفه الشجاعة",وفي اعتقادي انكم لن تفعلوا لانه لا يوجد دليل علي ما تقولون و العكس صحيح ستجدون ما يبري ساحه الرجل و يبرز مواقفه الشجاعه,exact_duplicate
34419,DIAL_GLF,رائع ذا الكاريكتير ؟ ؟,رايع ذا الكاريكتير,too_short
34421,MSA,أخي صاحب التعليق,اخي صاحب التعليق,too_short
34422,MSA,وقس على ذلك باقى,وقس علي ذلك باقي,too_short
34423,MSA,لمصلحة الاصفر,لمصلحه الاصفر,too_short
34427,MSA,ممثل رائع وخلوق,ممثل رايع وخلوق,too_short
34429,DIAL_GLF,وانا الفرامل عندي,وانا الفرامل عندي,too_short
34434,DIAL_LEV,دخيل الله نفسي أعرفه,دخيل الله نفسي اعرفه,too_short
34436,MSA,إين أهم وزارة ؟,اين اهم وزاره,too_short
34444,MSA,نحن شعب مثقف وليس,نحن شعب مثقف وليس,too_short
34445,MSA,غزال فى الحمى باهى,غزال في الحمي باهي,too_short
34446,MSA,,,empty_after_normalization
34448,MSA,حريه,حريه,too_short
34450,MSA,,,empty_after_normalization
34453,MSA,فكرة جدا,فكره جدا,too_short
34459,MSA,بسم الله,بسم الله,too_short
34460,MSA,الممثل العربي الوحيد في,الممثل العربي الوحيد في,too_short
34475,DIAL_GLF,هالحين من زين,هالحين من زين,too_short
34476,MSA,اليس,اليس,too_short
34478,DIAL_GLF,سرى الليل يابو,سري الليل يابو,too_short
34490,DIAL_EGY,َ ياحبايب,ياحبايب,too_short
34491,DIAL_EGY,َ ياحبايب,ياحبايب,too_short
34492,DIAL_EGY,َ ياحبايب,ياحبايب,too_short
34493,DIAL_EGY,َ ياحبايب,ياحبايب,too_short
34494,DIAL_EGY,َ ياحبايب,ياحبايب,too_short
34495,DIAL_EGY,َ ياحبايب,ياحبايب,too_short
34496,MSA,وتعرف جواب,وتعرف جواب,too_short
34499,MSA,فخيرهما الذى يبدأ,فخيرهما الذي يبدا,too_short
34500,DIAL_GLF,ومن ( الشفاحة ),ومن الشفاحه,too_short
34501,DIAL_GLF,يستاهل,يستاهل,too_short
34505,MSA,فعلا,فعلا,too_short
34521,MSA,شكرا بندر .,شكرا بندر,too_short
34532,MSA,يا فرقة,يا فرقه,too_short
34534,DIAL_GLF,بالتوفيق للسكري . .,بالتوفيق للسكري,too_short
34542,MSA,على قدر أهل العزم تأتي,علي قدر اهل العزم تاتي,exact_duplicate
34545,DIAL_GLF,مكر الربح ودانا فى,مكر الربح ودانا في,too_short
34551,MSA,صباح الخير استاذه,صباح الخير استاذه,too_short
34554,MSA,هذا مانعرفه في الشرع,هذا مانعرفه في الشرع,too_short
34556,DIAL_GLF,وهاالابرياء وش ذنبهم بفشلك,وهاالابرياء وش ذنبهم بفشلك,too_short
34560,DIAL_GLF,معروف للعز والمجد دوم,معروف للعز والمجد دوم,too_short
34561,MSA,الفساد طال كل,الفساد طال كل,too_short
34562,MSA,الاستاذ إبراهيم,الاستاذ ابراهيم,too_short
34564,DIAL_GLF,ايه والله صدق :,ايه والله صدق,too_short
34567,MSA,يالله المستعان .,يالله المستعان,too_short
34568,DIAL_GLF,الكوره,الكوره,too_short
34575,MSA,( والعبء الأخير على وزارة الإعلام لأن صمتها يصب فى مصلحة أكاذيب المعارضة,والعبء الاخير علي وزاره الاعلام لان صمتها يصب في مصلحه اكاذيب المعارضه,exact_duplicate
34576,DIAL_EGY,ابراهيم حسن =,ابراهيم حسن,too_short
34584,DIAL_GLF,هذي محمية غزلان كاملة,هذي محميه غزلان كامله,too_short
34585,DIAL_LEV,لانه الجزيرة مرعبهم,لانه الجزيره مرعبهم,too_short
34589,MSA,"لاحول ولا قوة الا بالله , ,",لاحول ولا قوه الا بالله,exact_duplicate
34591,DIAL_GLF,سامي والله,سامي والله,too_short
34596,DIAL_GLF,موفق يازعيم يستاهلون,موفق يازعيم يستاهلون,too_short
34600,MSA,السلام عليكم,السلام عليكم,too_short
34601,MSA,السلام عليكم,السلام عليكم,too_short
34603,MSA,افصلوا رأسه عن,افصلوا راسه عن,too_short
34604,MSA,اكيد انه ذا اصول,اكيد انه ذا اصول,too_short
34610,MSA,لتحقيق كل ذلك فقد قررت أن أوقع على بيان الجمعية الوطنية للتغيير وأن أكافح من أجل تغيير الدستور وبعد ذلك سوف أقرر أعطى صوتى لمن وسوف يكون ذلك من خلال أستماعى الى برنامج كل مرشح والبرنامج الذى أشعر بأنه سوف يحقق السعادة لى سوف أختاره ولن يستطيع أحد مهما كان ان يجبرنى على شيىء مهما كانت مكانته وبعد كل ما,لتحقيق كل ذلك فقد قررت ان اوقع علي بيان الجمعيه الوطنيه للتغيير وان اكافح من اجل تغيير الدستور وبعد ذلك سوف اقرر اعطي صوتي لمن وسوف يكون ذلك من خلال استماعي الي برنامج كل مرشح والبرنامج الذي اشعر بانه سوف يحقق السعاده لي سوف اختاره ولن يستطيع احد مهما كان ان يجبرني علي شييء مهما كانت مكانته وبعد كل ما,exact_duplicate
34611,MSA,لتحقيق كل ذلك فقد قررت أن أوقع على بيان الجمعية الوطنية للتغيير وأن أكافح من أجل تغيير الدستور وبعد ذلك سوف أقرر أعطى صوتى لمن وسوف يكون ذلك من خلال أستماعى الى برنامج كل مرشح والبرنامج الذى أشعر بأنه سوف يحقق السعادة لى سوف أختاره ولن يستطيع أحد مهما كان ان يجبرنى على شيىء مهما كانت مكانته وبعد كل ما,لتحقيق كل ذلك فقد قررت ان اوقع علي بيان الجمعيه الوطنيه للتغيير وان اكافح من اجل تغيير الدستور وبعد ذلك سوف اقرر اعطي صوتي لمن وسوف يكون ذلك من خلال استماعي الي برنامج كل مرشح والبرنامج الذي اشعر بانه سوف يحقق السعاده لي سوف اختاره ولن يستطيع احد مهما كان ان يجبرني علي شييء مهما كانت مكانته وبعد كل ما,exact_duplicate
34612,MSA,لتحقيق كل ذلك فقد قررت أن أوقع على بيان الجمعية الوطنية للتغيير وأن أكافح من أجل تغيير الدستور وبعد ذلك سوف أقرر أعطى صوتى لمن وسوف يكون ذلك من خلال أستماعى الى برنامج كل مرشح والبرنامج الذى أشعر بأنه سوف يحقق السعادة لى سوف أختاره ولن يستطيع أحد مهما كان ان يجبرنى على شيىء مهما كانت مكانته وبعد كل ما,لتحقيق كل ذلك فقد قررت ان اوقع علي بيان الجمعيه الوطنيه للتغيير وان اكافح من اجل تغيير الدستور وبعد ذلك سوف اقرر اعطي صوتي لمن وسوف يكون ذلك من خلال استماعي الي برنامج كل مرشح والبرنامج الذي اشعر بانه سوف يحقق السعاده لي سوف اختاره ولن يستطيع احد مهما كان ان يجبرني علي شييء مهما كانت مكانته وبعد كل ما,exact_duplicate
34613,MSA,لتحقيق كل ذلك فقد قررت أن أوقع على بيان الجمعية الوطنية للتغيير وأن أكافح من أجل تغيير الدستور وبعد ذلك سوف أقرر أعطى صوتى لمن وسوف يكون ذلك من خلال أستماعى الى برنامج كل مرشح والبرنامج الذى أشعر بأنه سوف يحقق السعادة لى سوف أختاره ولن يستطيع أحد مهما كان ان يجبرنى على شيىء مهما كانت مكانته وبعد كل ما,لتحقيق كل ذلك فقد قررت ان اوقع علي بيان الجمعيه الوطنيه للتغيير وان اكافح من اجل تغيير الدستور وبعد ذلك سوف اقرر اعطي صوتي لمن وسوف يكون ذلك من خلال استماعي الي برنامج كل مرشح والبرنامج الذي اشعر بانه سوف يحقق السعاده لي سوف اختاره ولن يستطيع احد مهما كان ان يجبرني علي شييء مهما كانت مكانته وبعد كل ما,exact_duplicate
34614,DIAL_EGY,نفسي اعرف حاجه واحده,نفسي اعرف حاجه واحده,too_short
34615,MSA,وياريت دكتوراه فى,وياريت دكتوراه في,too_short
34617,MSA,1 عدم وجود,1 عدم وجود,too_short
34618,MSA,1 عدم وجود,1 عدم وجود,too_short
34620,MSA,محتاجين حواجز,محتاجين حواجز,too_short
34623,MSA,اعمل خيراً تلقا,اعمل خيرا تلقا,too_short
34624,MSA,وسعو صدوركم,وسعو صدوركم,too_short
34626,MSA,1 - المباراة تحصيل,1 المباراه تحصيل,too_short
34627,DIAL_LEV,مهو زمن الشقلبة !,مهو زمن الشقلبه,too_short
34632,MSA,اخي,اخي,too_short
34637,DIAL_GLF,اجل بشتري كامره واصير,اجل بشتري كامره واصير,too_short
34646,DIAL_GLF,والاخطوط,والاخطوط,too_short
34648,MSA,بإذن الله البطولة ( هلالية ),باذن الله البطوله هلاليه,too_short
34650,MSA,و عافها و اعف,و عافها و اعف,too_short
34651,MSA,و عافها و اعف,و عافها و اعف,too_short
34658,MSA,ناصر أبو ريان -,ناصر ابو ريان,too_short
34670,DIAL_LEV,سلملي,سلملي,too_short
34673,MSA,كما أن الأموات ولاؤهم دائما للحزب الوطنى فهم يصوتون لهم دائما ! !,كما ان الاموات ولاوهم دايما للحزب الوطني فهم يصوتون لهم دايما,exact_duplicate
34675,DIAL_GLF,الله يعينك يا,الله يعينك يا,too_short
34676,DIAL_LEV,تحيه وحداتييه لكل,تحيه وحداتييه لكل,too_short
34689,MSA,القادمه مع,القادمه مع,too_short
34695,DIAL_EGY,الله ينور عليك,الله ينور عليك,too_short
34696,MSA,حسبنى الله ونعم الوكيل,حسبني الله ونعم الوكيل,too_short
34697,DIAL_LEV,وبتمنى الرد بسرعة,وبتمني الرد بسرعه,too_short
34710,MSA,شافع و واسط,شافع و واسط,too_short
34712,MSA,ثم باقى الانديه,ثم باقي الانديه,too_short
34715,DIAL_EGY,وعاجبه اللى احنا,وعاجبه اللي احنا,too_short
34716,MSA,لو تقصدوا,لو تقصدوا,too_short
34720,MSA,اجل اسمه لوكا طوني .,اجل اسمه لوكا طوني,too_short
34721,MSA,اقصد انا مسكين,اقصد انا مسكين,too_short
34723,MSA,استاذي الجليل يسري,استاذي الجليل يسري,too_short
34726,MSA,عسى الله يحلي,عسي الله يحلي,too_short
34731,MSA,قال الدكتور فتحى سرور رئيس مجلس الشعب إنه لم يصله أى تقارير عن نواب العلاج على نفقة الدولة من أى جهة تقوم بالتحقيق . وأضاف خلال جلسة اليوم أنه أرسل للداخلية يطلب التحرى عن الوقائع وليس عن النواب ، لكنه لم يستلم أى تقرير فى هذا الشأن,قال الدكتور فتحي سرور رييس مجلس الشعب انه لم يصله اي تقارير عن نواب العلاج علي نفقه الدوله من اي جهه تقوم بالتحقيق واضاف خلال جلسه اليوم انه ارسل للداخليه يطلب التحري عن الوقايع وليس عن النواب لكنه لم يستلم اي تقرير في هذا الشان,exact_duplicate
34732,MSA,اما شلالات,اما شلالات,too_short
34733,DIAL_GLF,ه,ه,too_short
34734,DIAL_GLF,ه,ه,too_short
34738,MSA,لتتساقط سُقيا !,لتتساقط سقيا,too_short
34741,MSA,1 .,1,too_short
34747,DIAL_EGY,انتا لكاك كده,انتا لكاك كده,too_short
34754,DIAL_GLF,شكل طاش حلوه ذا,شكل طاش حلوه ذا,too_short
34760,MSA,احمد عبد,احمد عبد,too_short
34764,MSA,الله يغنيك,الله يغنيك,too_short
34772,MSA,عبدالعزيز الصعب .,عبدالعزيز الصعب,too_short
34774,MSA,د .,د,too_short
34775,MSA,د .,د,too_short
34778,MSA,عندنا وعندكم خير !,عندنا وعندكم خير,too_short
34780,MSA,أنت لاعب خبرة وتعرف جيداً بان هذه المباريات لا تحكمها غيابات والغالب بأن الظهور يكون للاعبين الجدد,انت لاعب خبره وتعرف جيدا بان هذه المباريات لا تحكمها غيابات والغالب بان الظهور يكون للاعبين الجدد,exact_duplicate
34781,MSA,أنت لاعب خبرة وتعرف جيداً بان هذه المباريات لا تحكمها غيابات والغالب بأن الظهور يكون للاعبين الجدد,انت لاعب خبره وتعرف جيدا بان هذه المباريات لا تحكمها غيابات والغالب بان الظهور يكون للاعبين الجدد,exact_duplicate
34783,DIAL_GLF,ومرة مايطلع لين يسدد,ومره مايطلع لين يسدد,too_short
34786,MSA,جزاك الله خيرا,جزاك الله خيرا,too_short
34791,MSA,تفرغ لاعبي الانتر للدفاع,تفرغ لاعبي الانتر للدفاع,too_short
34795,MSA,محمد,محمد,too_short
34796,MSA,محمد,محمد,too_short
34807,MSA,ما أقول إلا ما شاء الله تبارك الله .,ما اقول الا ما شاء الله تبارك الله,exact_duplicate
34808,MSA,ما أقول إلا ما شاء الله تبارك الله .,ما اقول الا ما شاء الله تبارك الله,exact_duplicate
34812,MSA,معاليكم ، ،,معاليكم,too_short
34813,DIAL_GLF,او يجيني حاله,او يجيني حاله,too_short
34815,MSA,التي اكتوت بنار البعاد !,التي اكتوت بنار البعاد,too_short
34816,MSA,الحمد لله على السلامة .,الحمد لله علي السلامه,too_short
34821,DIAL_GLF,يا ويلك يا هلال,يا ويلك يا هلال,too_short
34825,DIAL_GLF,حبارة شوايه حراق,حباره شوايه حراق,too_short
34826,DIAL_LEV,وعلشان هيك الله,وعلشان هيك الله,too_short
34831,DIAL_GLF,ووجها يجيب الوهم وعندها,ووجها يجيب الوهم وعندها,too_short
34832,MSA,الحركة دليل,الحركه دليل,too_short
34833,DIAL_LEV,شو,شو,too_short
34834,MSA,بدأت البيانات والتباكي,بدات البيانات والتباكي,too_short
34843,MSA,لروحك مذاق السكر ياقنديلة,لروحك مذاق السكر ياقنديله,too_short
34846,MSA,يعني زوجته ما,يعني زوجته ما,too_short
34847,MSA,محمود مصطفى,محمود مصطفي,too_short
34848,MSA,ماشاءالله . .,ماشاءالله,too_short
34851,MSA,معيشة,معيشه,too_short
34855,DIAL_LEV,اكيد زبطها على,اكيد زبطها علي,too_short
34856,MSA,حسبي اللة و نعم,حسبي الله و نعم,too_short
34862,MSA,مايقارن به مهجن,مايقارن به مهجن,too_short
34865,MSA,هذه هي معادلة,هذه هي معادله,too_short
34866,MSA,صاحب الرد,صاحب الرد,too_short
34868,MSA,2 : 23 و المباحثات الغبية و السخيفة اجتنبها عالما انها تولد,2 23 و المباحثات الغبيه و السخيفه اجتنبها عالما انها تولد,exact_duplicate
34869,MSA,2 : 23 و المباحثات الغبية و السخيفة اجتنبها عالما انها تولد,2 23 و المباحثات الغبيه و السخيفه اجتنبها عالما انها تولد,exact_duplicate
34879,MSA,والانجازات تقاس بالبطولات فقط .,والانجازات تقاس بالبطولات فقط,too_short
34892,DIAL_GLF,ماقصرتو يا أشبال,ماقصرتو يا اشبال,too_short
34893,MSA,وللحب معنى ماحواه,وللحب معني ماحواه,too_short
34905,MSA,وفوق هذا كله,وفوق هذا كله,too_short
34911,MSA,الف مبروك يا صاحب,الف مبروك يا صاحب,too_short
34914,MSA,لاتصبري,لاتصبري,too_short
34920,DIAL_GLF,عسى,عسي,too_short
34921,MSA,جعلوتها ( قضيه كبرى,جعلوتها قضيه كبري,too_short
34923,MSA,نسأل الله من,نسال الله من,too_short
34929,MSA,لجنة رعاية,لجنه رعايه,too_short
34931,MSA,يا مرعبهم يا,يا مرعبهم يا,too_short
34940,MSA,تفاءلوا بالخير . . .,تفاءلوا بالخير,too_short
34941,MSA,تسلم على,تسلم علي,too_short
34944,MSA,الدوحة قطر ص . ب :,الدوحه قطر ص ب,too_short
34948,MSA,ويرح,ويرح,too_short
34952,MSA,حتى رجالات العلم و,حتي رجالات العلم و,too_short
34953,MSA,من أدلة منع الإختلاط,من ادله منع الاختلاط,too_short
34955,MSA,وشعب الاردني بالف,وشعب الاردني بالف,too_short
34960,MSA,هذا حال,هذا حال,too_short
34961,MSA,التركيب اللغوي ( ممتاز,التركيب اللغوي ممتاز,too_short
34970,MSA,مهمه شبه مستحيله امام,مهمه شبه مستحيله امام,too_short
