id,original_text,masked_text
train_002290,الى جميع الأخوة الي علقوا على الخبر,الى جميع الأخوة الي علقوا على الخبر
train_002291,ليصبح بذلك القحطاني أول رياضي سعودي يمتلك جهاز ( iPad,ليصبح بذلك [PERSON_1] أول رياضي سعودي يمتلك جهاز ( [ID_1]
train_002292,لاإله الا الله محمد رسول,لاإله الا الله [PERSON_1] رسول
train_002293,ركزو مظبوط على السطر التالي : شغل السفير جيمس سميث مناصب تنفيذية عدة في شركة ريثيون وشمل مهامه هنالك التخطيط الاستراتيجي ، تصنيع الطائرات وتنمية الأعمال التجارية الدولية,ركزو مظبوط على السطر التالي : شغل السفير [PERSON_1] مناصب تنفيذية عدة في شركة [ORG_1] وشمل مهامه هنالك التخطيط الاستراتيجي ، تصنيع الطائرات وتنمية الأعمال التجارية الدولية
train_002294,اية العشوائية دى فى على ى اساس يعلن حاجة زى كدا دلوقت ان امش موافقة على الكلام دا دى حاجة وبعدين فين المسيحينفى الوزارة دى بقى ونقول ديقراطية وحرية وفين المراة وبنقول مساواة انا من رايى نستنى شوية نشوف نوايا اية وبعدين منصدقش اى كلام يتقال الا اللى ينزل بية تقرير رسمى علشان نستريح,اية العشوائية دى فى على ى اساس يعلن حاجة زى كدا دلوقت ان امش موافقة على الكلام دا دى حاجة وبعدين فين المسيحينفى الوزارة دى بقى ونقول ديقراطية وحرية وفين المراة وبنقول مساواة انا من رايى نستنى شوية نشوف نوايا اية وبعدين منصدقش اى كلام يتقال الا اللى ينزل بية تقرير رسمى علشان نستريح
train_002295,شعبنا يتذمر دون الفعل قط القولّ ! يا أخي هنك منبر بث حي و مباشر يستقبل المكالمات و الرسائل بإلإضافة للفيديو ! ! ! إبعثوا ما صورتم . . . ساعدوا الحكومة في مكافحة الفاسدين ! ! أما تدفع الرشوة و تتذمر تحكي والله البلد خربت افي شي بمشي إلا برشوة ! ! هل أحد ينكر ! ! نحن من ساهم بالفساد و ساعد المفسدين . .,شعبنا يتذمر دون الفعل قط القولّ ! يا أخي هنك منبر بث حي و مباشر يستقبل المكالمات و الرسائل بإلإضافة للفيديو ! ! ! إبعثوا ما صورتم . . . ساعدوا الحكومة في مكافحة الفاسدين ! ! أما تدفع الرشوة و تتذمر تحكي والله البلد خربت افي شي بمشي إلا برشوة ! ! هل أحد ينكر ! ! نحن من ساهم بالفساد و ساعد المفسدين . .
train_002296,إشي كويس بس ياريت يتطبق على الواقع و يبلش من فوق يعني من الوزراء و النواب و المدراء في مكاتبهم و أماكن عملهم من شان يكونوا قدوة للموظفين,إشي كويس بس ياريت يتطبق على الواقع و يبلش من فوق يعني من الوزراء و النواب و المدراء في مكاتبهم و أماكن عملهم من شان يكونوا قدوة للموظفين
train_002297,يابش مهندس أفلقني أن عطوك,يابش مهندس أفلقني أن عطوك
train_002298,وعمري ما سمعت إن نقابة المعلمين عملت حاجة للمعلمين مع إن عدد المعلمين فوق المليون ونصف يعني لو اتخصم من كل معلم 5 جنيه في الشهر للنقابة تخيلوا المبلغ ؟ بالذمة مشدي حاجة تشجع على السرقة ؟ ولا فين الفلوس دي مش باينة ليه على النقابة زي النقابات الأخرى,وعمري ما سمعت إن نقابة المعلمين عملت حاجة للمعلمين مع إن عدد المعلمين فوق المليون ونصف يعني لو اتخصم من كل معلم [NUM_1] جنيه في الشهر للنقابة تخيلوا المبلغ ؟ بالذمة مشدي حاجة تشجع على السرقة ؟ ولا فين الفلوس دي مش باينة ليه على النقابة زي النقابات الأخرى
train_002299,غياب الروح المعنوية وهشاشة البوابة الامامية وبالتالي تلقي الاهداف عالطالع,غياب الروح المعنوية وهشاشة البوابة الامامية وبالتالي تلقي الاهداف عالطالع
train_002300,انا ما اقول انه الهيئه ما يخطون الا يخطون اخر شي حقت الهرم اللي حي,انا ما اقول انه الهيئه ما يخطون الا يخطون اخر شي حقت الهرم اللي حي
train_002301,شكرا لليوم السابع والله يكون فى عون محرر التعليقات على اللى بيقراه . وارجو نشر ردى اللى اصبح ديباجه على الاشخاص اللى مخهم فاضى وحتى مش عايزين يتعبوا نفسهم ويقروا ويفهموا تفسير الحاجات اللى بيعملوا لها كوبى وبيست .,شكرا ل[ORG_1] والله يكون فى عون محرر التعليقات على اللى بيقراه . وارجو نشر ردى اللى اصبح ديباجه على الاشخاص اللى مخهم فاضى وحتى مش عايزين يتعبوا نفسهم ويقروا ويفهموا تفسير الحاجات اللى بيعملوا لها كوبى وبيست .
train_002302,**قال الرب يسوع المسيح ! انجيل متى اصحاح 24 ! لانه سيقوم مسحاء كذبة و انبياء كذبة و يعطون ايات عظيمة و عجائب حتى يضلوا لو امكن المختارين ايضا* 25 ها انا قد سبقت و,**قال الرب [PERSON_1] المسيح ! [ORG_1] اصحاح [NUM_1] ! لانه سيقوم مسحاء كذبة و انبياء كذبة و يعطون ايات عظيمة و عجائب حتى يضلوا لو امكن المختارين ايضا* [NUM_2] ها انا قد سبقت و
train_002303,أشكرك يا أفضل كاتب في السعودية من وجهة نظري وأعتقد الخليج أيضاً لكن لا أجزم لقلة متابعتي .,أشكرك يا أفضل كاتب في [LOC_1] من وجهة نظري وأعتقد [LOC_2] أيضاً لكن لا أجزم لقلة متابعتي .
train_002304,أرجو ان تتحلى كاتبة المقال بالرد علينا بكتابة ديانتها والتى ا } كد انها ميسيحية وان القصة من وحى طراوة المساء - اتغطى يا استاذة مساءا وبلاش احلام,أرجو ان تتحلى كاتبة المقال بالرد علينا بكتابة ديانتها والتى ا } كد انها ميسيحية وان القصة من وحى طراوة المساء - اتغطى يا استاذة مساءا وبلاش احلام
train_002305,ما بعرف ايش بدي اعلق اسر الشهداء عايشين ملوك والتعويضات الي بياخدوها بتكفيهم لولد ولدهم وبعدين مشستفى التحرير الفلسطيني مكفل فيهم مو بس انتي يا ام صهيب في كتير اطفال مرضا شوفي اهل غزه شوفي اطفال الي في الشوراع وانتي بدك مساعده لاحول ولا قوةالا بالله بعدين بدهمايش سويلك الناس ما في منو علاج ابنك غير المسكنات على كل حال الله يشفيلك,ما بعرف ايش بدي اعلق اسر الشهداء عايشين ملوك والتعويضات الي بياخدوها بتكفيهم لولد ولدهم وبعدين مشستفى [ORG_1] [LOC_1] مكفل فيهم مو بس انتي يا ام [PERSON_1] في كتير اطفال مرضا شوفي اهل [LOC_2] شوفي اطفال الي في الشوراع وانتي بدك مساعده لاحول ولا قوةالا بالله بعدين بدهمايش سويلك الناس ما في منو علاج ابنك غير المسكنات على كل حال الله يشفيلك
train_002306,ارجو النشر من فضلكم يمكن الاقي إجابة,ارجو النشر من فضلكم يمكن الاقي إجابة
train_002307,والحمدلله انو راح يتاخد حئها مع انها غلطانه بس مو اد الغلط يلي عملو . . .,والحمدلله انو راح يتاخد حئها مع انها غلطانه بس مو اد الغلط يلي عملو . . .
train_002308,ومن كثر ما أعزك صرت أعز اللي,ومن كثر ما أعزك صرت أعز اللي
train_002309,البترول 149 دولار . . . التنكة 15,البترول [NUM_1] دولار . . . التنكة [NUM_2]
train_002310,كأنه التجار المحليين ماكلين هوا ! ! ؟ ؟,كأنه التجار المحليين ماكلين هوا ! ! ؟ ؟
train_002311,يا رب أشوف يوم أسود في الجزائريين و إبراهيم وحسام,يا رب أشوف يوم أسود في الجزائريين و [PERSON_1] و[PERSON_2]
train_002312,اي مسيحية تريد ان تشهر اسلامها وهي عمرها فوق 21 عام وبلا اي ضغوط مع الف الف الف الف الف مليون الف مليون سلامة البابا مفتوح شرط ان يكون هذا بحريتها ولا يهم اقناعها بفلوس ولا بشقة ولا بواد حليوة اللي عايز يمشي هو,اي مسيحية تريد ان تشهر اسلامها وهي عمرها فوق [NUM_1] عام وبلا اي ضغوط مع الف الف الف الف الف مليون الف مليون سلامة البابا مفتوح شرط ان يكون هذا بحريتها ولا يهم اقناعها بفلوس ولا بشقة ولا بواد حليوة اللي عايز يمشي هو
train_002313,اجد دائما نفس الأسماء تقريبا عند قراءة التعليقات وأفكر لو نكون معا صفحة باسم نجوى هاشم تفتح الفضاء لآمالنا وآلامنا وتضع أناملها الحانية على مواضع جراحاتنا التي خلفتها خيبات التجارب فيما تهز برفق آمال النفوس المتلمسة لسبيل الحياة . .,اجد دائما نفس الأسماء تقريبا عند قراءة التعليقات وأفكر لو نكون معا صفحة باسم [PERSON_1] تفتح الفضاء لآمالنا وآلامنا وتضع أناملها الحانية على مواضع جراحاتنا التي خلفتها خيبات التجارب فيما تهز برفق آمال النفوس المتلمسة لسبيل الحياة . .
train_002314,خلّو اللعيبة توكل و تدلّع . . من أبو زغلة جيبولهم مناسف وفروج وفتة بالصنوبر : ),خلّو اللعيبة توكل و تدلّع . . من [ORG_1] جيبولهم مناسف وفروج وفتة بالصنوبر : )
train_002315,الواجب ان ننظر في مايهم امور امتنا وصالح ديننا وأن ندفع الفساد والشبه وأن نفتح أي ثغرة لضعاف النفوس وخصوصاً واقع شباب امتنا والله الهادي إلى سواء,الواجب ان ننظر في مايهم امور امتنا وصالح ديننا وأن ندفع الفساد والشبه وأن نفتح أي ثغرة لضعاف النفوس وخصوصاً واقع شباب امتنا والله الهادي إلى سواء
train_002316,والله بحكي هيك مش حتى ابرر الفوز لانه خلص خلصت المباراة بس المشاركات الخارجية قادمة,والله بحكي هيك مش حتى ابرر الفوز لانه خلص خلصت المباراة بس المشاركات الخارجية قادمة
train_002317,شو راي القراء ؟ ؟ سمعت انه المشاريع غير مكتمله والشقق صغيره جدا ؟,شو راي القراء ؟ ؟ سمعت انه المشاريع غير مكتمله والشقق صغيره جدا ؟
train_002318,يا اخ حسام فى دورى العام الماضى فى الدور الاول الشرطة فاز على الاهلى 1 - 0 ظلما وعدوانا بالحكام فلم يحتسب للاهلى هدفان صحيحان وضربتى جزاء سليمتين 100 % واعترف جميع المحللين والاعلاميين بذلك ولكن الاهلى بجماهيرة وادارتة العظيمان لم يفعلا ما فعلة اخيك و اللاعبون والجماهير الزبالكاوية لان اخطاء الحكام واردة حتى فى كأس العالم وبطولات اوروبا لكنك مادمت عزمت الرحيل فتوكل على اللة وهاجر الى جيبوتى افضل لكما,يا اخ [PERSON_1] فى دورى العام الماضى فى الدور الاول [ORG_1] فاز على [ORG_2] [NUM_1] - [NUM_2] ظلما وعدوانا بالحكام فلم يحتسب للاهلى هدفان صحيحان وضربتى جزاء سليمتين [NUM_3]% واعترف جميع المحللين والاعلاميين بذلك ولكن [ORG_2] بجماهيرة وادارتة العظيمان لم يفعلا ما فعلة اخيك و اللاعبون والجماهير الزبالكاوية لان اخطاء الحكام واردة حتى فى كأس العالم وبطولات اوروبا لكنك مادمت عزمت الرحيل فتوكل على اللة وهاجر الى [LOC_1] افضل لكما
train_002319,"يعني هي الجزائر فجأة بقى عندها صواريخ عابرة للقارات وقاعدة عسكرية فضائية ومهندسين بيصنعوا أقمار صناعية "" ده اذا كان عندهم مهندسين من الأساس "" . . . لأ وكمان 27 قناة فضائية تعمل بتقنية HD . . . هو انتم خلاص ماعدش عندكم مخ تفكروا بيه ؟ أنشر يا عم الفيليه الشفاف .","يعني هي [LOC_1] فجأة بقى عندها صواريخ عابرة للقارات وقاعدة عسكرية فضائية ومهندسين بيصنعوا أقمار صناعية "" ده اذا كان عندهم مهندسين من الأساس "" . . . لأ وكمان [NUM_1] قناة فضائية تعمل بتقنية HD . . . هو انتم خلاص ماعدش عندكم مخ تفكروا بيه ؟ أنشر يا عم الفيليه الشفاف ."
train_002320,لرفاقي في البلاد الآسيوية . . للملايو ولباندونق,لرفاقي في [LOC_1] . . للملايو ولباندونق
train_002321,باختصارهادا مو أب شو ما كان السبب كيف طاوعو قلبو انو يئتلو شواستفاد خسر ابنه وضيع,باختصارهادا مو أب شو ما كان السبب كيف طاوعو قلبو انو يئتلو شواستفاد خسر ابنه وضيع
train_002322,والله الواحد فرحان بحاجة زي دي . .,والله الواحد فرحان بحاجة زي دي . .
train_002323,اما بالنسبة لقولك ان لاعبي الوحدات لا يحردون ولا يتصادمون مع ادارتهم مثل الفيصلي فانا اكرر المعلومة للمرة الثالثة لمن لم يقراها . . فلاعبي الوحدات حردو وامتنعو عن اكمال الدوري عام 1993 بسبب المال واشياء اخرى ولا داعي لذكر,اما بالنسبة لقولك ان لاعبي [ORG_1] لا يحردون ولا يتصادمون مع ادارتهم مثل [ORG_2] فانا اكرر المعلومة للمرة [NUM_1] لمن لم يقراها . . فلاعبي [ORG_1] حردو وامتنعو عن اكمال الدوري عام [NUM_2] بسبب المال واشياء اخرى ولا داعي لذكر
train_002324,حالة كانت واضحة جداً وبالصوت والصورة وعلى الهواء مباشرة والمتمثلة بكوع محترف النصر الارجنتيني فيقارو . .,حالة كانت واضحة جداً وبالصوت والصورة وعلى الهواء مباشرة والمتمثلة بكوع محترف [ORG_1] الارجنتيني [PERSON_1] . .
train_002325,بس الزعيم باذن الله الى,بس الزعيم باذن الله الى
train_002326,سجل الاوامر للمضاربه وليس للاستثمار والهدف تصريف,سجل الاوامر للمضاربه وليس للاستثمار والهدف تصريف
train_002327,طيب ما حسام حسن لعب في الاهلي وقال انت عايز اذهب الي الزمالك حد كلمه حد عمله موال زي ما عملوم لحسام حسن ! ! ! مع الاسف لن يتغير الشعب المصري في تشجيع كره,طيب ما [PERSON_1] لعب في [ORG_1] وقال انت عايز اذهب الي [ORG_2] حد كلمه حد عمله موال زي ما عملوم ل[PERSON_1] ! ! ! مع الاسف لن يتغير الشعب المصري في تشجيع كره
train_002328,والله يرحمك يا مصر يا اللي كنتي ام,والله يرحمك يا [LOC_1] يا اللي كنتي ام
train_002329,يعني لو رجعت لأساس القصة المجني عليه بيعاكس اخت المحكوم طب ليش تعمل هيك مش اخت صاحبك يا زلمة اقسم بالله اشي مقرف والله الزمن هاد زمن الولدة انا برأيي لازم يطلعوا قانون لمعاكسة البنات لا يقل حكمه عن 6,يعني لو رجعت لأساس القصة المجني عليه بيعاكس اخت المحكوم طب ليش تعمل هيك مش اخت صاحبك يا زلمة اقسم بالله اشي مقرف والله الزمن هاد زمن الولدة انا برأيي لازم يطلعوا قانون لمعاكسة البنات لا يقل حكمه عن [NUM_1]
train_002330,معلش بدل يا يقعوا فى الحرام يا,معلش بدل يا يقعوا فى الحرام يا
train_002331,اللهم ارفع مقتك وغضبك عنا اللهم انا نسألك ان تزيح عنا هذه العصابة,اللهم ارفع مقتك وغضبك عنا اللهم انا نسألك ان تزيح عنا هذه العصابة
train_002332,وحب التملك ارجوك اترك المجال لغيرك ودع الفرصة قبل ان تغرق المركب اكثر واكثر فلك كل الشكر بما قدمت واذا اردت ان تدعم ادعمهم وانت,وحب التملك ارجوك اترك المجال لغيرك ودع الفرصة قبل ان تغرق المركب اكثر واكثر فلك كل الشكر بما قدمت واذا اردت ان تدعم ادعمهم وانت
train_002333,هل النصر مثل برشلونة ؟ طبعاً لا .,هل [ORG_1] مثل [ORG_2] ؟ طبعاً لا .
train_002334,ياريت يا عدلى تقعد فى حتة ناشفة وتلم نفسك بعد ما اتعرف انك غاوى مناصب ومطلعتش قد كلمتك بعد ما تمت ادانة المحليات فى فضيحة البرادعة . وكمان انت مين اصلا علشان تتكلم عن البرادعى . امتى البلد بقى هتنضف من امثالك . وخليلك فى حالك على خابور المحافظة اللى انت مستريح علية ولو عاوز خبور كبير يبقى توسع الخرم . .,ياريت يا [PERSON_1] تقعد فى حتة ناشفة وتلم نفسك بعد ما اتعرف انك غاوى مناصب ومطلعتش قد كلمتك بعد ما تمت ادانة المحليات فى فضيحة البرادعة . وكمان انت مين اصلا علشان تتكلم عن [PERSON_2] . امتى البلد بقى هتنضف من امثالك . وخليلك فى حالك على خابور المحافظة اللى انت مستريح علية ولو عاوز خبور كبير يبقى توسع الخرم . .
train_002335,انا مش عارف والله يا جماعة الراجل دة عايش معانا فى مصر ولا ساكن فى,انا مش عارف والله يا جماعة الراجل دة عايش معانا فى [LOC_1] ولا ساكن فى
train_002336,يعني واحد بده يسرق بيتي اطلع عليه و الله مهزله شو اسمه قانون حماية,يعني واحد بده يسرق بيتي اطلع عليه و الله مهزله شو اسمه قانون حماية
train_002337,وبيني وبينكو الله يعين السكن ع اللي ح يلاقيه من,وبيني وبينكو الله يعين السكن ع اللي ح يلاقيه من
train_002338,"انا من سكان الزرقاء ولا أراجع مستشفى الحاووز لأنه معروف عن أغلب الناس انه "" مجزرة "" مش مستشفى للأسف","انا من سكان [LOC_1] ولا أراجع مستشفى [LOC_2] لأنه معروف عن أغلب الناس انه "" مجزرة "" مش مستشفى للأسف"
train_002339,لاادري لماذا اجد الجزائريين في المواقع الرياضية المصرية ؟ ؟ الرجاء الخروج عشان النفس,لاادري لماذا اجد الجزائريين في المواقع الرياضية المصرية ؟ ؟ الرجاء الخروج عشان النفس
train_002340,وتذكروا أيضا في المواسم الماضية ، حين كان الفيصلي يخرج من الدوري خالي الوفاض ، كيف كنتم تصورون بطولة الكأس وتصفون أهميتها ، لأنها في,وتذكروا أيضا في المواسم الماضية ، حين كان [ORG_1] يخرج من الدوري خالي الوفاض ، كيف كنتم تصورون بطولة الكأس وتصفون أهميتها ، لأنها في
train_002341,شكرا لليوم السابع على مساعدتهم لى فى نشر بحوثى الخطره والتى فعلا اضرتى واضرت سيارتى مما تعرضت لجروح بالوجه والجسم واحتاج للعلاج فى خارج العراق واتهمت تدبير هدا الحادث لمليشيات محليه وارجوا منكم التدخل فى هدا الموضوع وعلما اننى اعطيت اغانى لكبار المطربين مثل كاظم الساهر وماجد المهندس وصابر الرباعى وملحم زين وغيرهم وعندى اهم مؤلف اسلامى ( التاويل ) وعندى بحث احرج الاطباء بالعالم ( مالدى ينتشر بالسرطان,شكرا ل[ORG_1] على مساعدتهم لى فى نشر بحوثى الخطره والتى فعلا اضرتى واضرت سيارتى مما تعرضت لجروح بالوجه والجسم واحتاج للعلاج فى خارج [LOC_1] واتهمت تدبير هدا الحادث لمليشيات محليه وارجوا منكم التدخل فى هدا الموضوع وعلما اننى اعطيت اغانى لكبار المطربين مثل [PERSON_1] و[PERSON_2] و[PERSON_3] و[PERSON_4] وغيرهم وعندى اهم مؤلف اسلامى ( التاويل ) وعندى بحث احرج الاطباء بالعالم ( مالدى ينتشر بالسرطان
train_002342,هو موضوع الوحدة الوطنية اللى علشانها راح شيخ الازهر للقداس غرض اجتماعى او,هو موضوع الوحدة الوطنية اللى علشانها راح شيخ [ORG_1] للقداس غرض اجتماعى او
train_002343,ولازم الست الجادعة تدافع عن,ولازم الست الجادعة تدافع عن
train_002344,كنت ناسي انو الملعب قريب عليكو كثير . . لانو بين,كنت ناسي انو الملعب قريب عليكو كثير . . لانو بين
train_002345,اولا الزيارات ليست مفاجئة وان كانت مفاجئة فكل مدرسة جاهزة دائما بالسجلات التى تدعم موقفها وتبين لاي زائر أو متابع ان العملية التعليمية على مايرام,اولا الزيارات ليست مفاجئة وان كانت مفاجئة فكل مدرسة جاهزة دائما بالسجلات التى تدعم موقفها وتبين لاي زائر أو متابع ان العملية التعليمية على مايرام
train_002346,رامي الردايده الحمد عالسلامه وسلامه لسانك يا كابتن اكيد تدريب درغان كان قاسي وصعب والحمد الله,[PERSON_1] [PERSON_2] الحمد عالسلامه وسلامه لسانك يا كابتن اكيد تدريب [PERSON_3] كان قاسي وصعب والحمد الله
train_002347,اي والله علي الطلاق ما انا شاريها للحمة البلدية والله انو الاسترالي احسن بالف مرة كل شي بنحبة اجنبي وجاي من برة الا اللحمة يعني لحمتنا احسن وكلها,اي والله علي الطلاق ما انا شاريها للحمة البلدية والله انو الاسترالي احسن بالف مرة كل شي بنحبة اجنبي وجاي من برة الا اللحمة يعني لحمتنا احسن وكلها
train_002348,جايين تلومو على ثلاث كلاب يمتلكون,جايين تلومو على ثلاث كلاب يمتلكون
train_002349,اللهم انزله منازل الصديقين والشهداء والصالحين وحسن اولئك رفيقا,اللهم انزله منازل الصديقين والشهداء والصالحين وحسن اولئك رفيقا
train_002350,الله يخلي الملك عبد الله و الحمد لله نجحت,الله يخلي الملك [PERSON_1] و الحمد لله نجحت
train_002351,ده تخطيط من الحكومه تلهي الشعب بازمه اللحوم ونقاطعها ولا,ده تخطيط من الحكومه تلهي الشعب بازمه اللحوم ونقاطعها ولا
train_002352,بس انا مع حقه الكامل فى انه يرشح نفسه ولو اغلبيه الشعب شايف انه يستحق يبقى الرئيس يبقى,بس انا مع حقه الكامل فى انه يرشح نفسه ولو اغلبيه الشعب شايف انه يستحق يبقى الرئيس يبقى
train_002353,حل المعاكساات هو تستر الفتاة وحشمتها ولبسها الحجااب الشرعي الصحيح مو الحجااب اللي كأنه,حل المعاكساات هو تستر الفتاة وحشمتها ولبسها الحجااب الشرعي الصحيح مو الحجااب اللي كأنه
train_002354,بصراحه ما توقعت ان موبايلي التي اخذت عنها فكره جميله ان يكون فيها تلاعب بشكل هذا . . . انا اشتركت في موبايلي منذ اسبوع حيث انه لديهم عرض الدقيقه 30 هلله ولكن للاسف اكتشفت ان المبلغ الذي علي عندما استفسرت من خدعه العملاء انه يفوق بثلاثين ضعف المبلغ المستحق وقالو لي انت مستخدم النت رغم اني لم,بصراحه ما توقعت ان [ORG_1] التي اخذت عنها فكره جميله ان يكون فيها تلاعب بشكل هذا . . . انا اشتركت في [ORG_1] منذ اسبوع حيث انه لديهم عرض الدقيقه [NUM_1] هلله ولكن للاسف اكتشفت ان المبلغ الذي علي عندما استفسرت من خدعه العملاء انه يفوق بثلاثين ضعف المبلغ المستحق وقالو لي انت مستخدم النت رغم اني لم
train_002355,ولو هما عايزين حاجة تتعمل فى,ولو هما عايزين حاجة تتعمل فى
train_002356,"مبروك للوحدات وهردلك للرمثا المتطور , , , ولا عزاء للثلاثي المرح","مبروك ل[ORG_1] وهردلك ل[ORG_2] المتطور , , , ولا عزاء للثلاثي المرح"
train_002357,من قلب نابض لديه احساس ومشاعر,من قلب نابض لديه احساس ومشاعر
train_002358,لا وشو الحكومة بتقلك مافي اشي رح يرتفع لانه كل اشي موجود وبكميات مريحة ومنيحة . وهسه من هون لاول رمضان بصيرو يرفعو الاسعار بالعقل هالتجار وبثبتوها على اول يوم وبقلك الاسعار ثابته مو,لا وشو الحكومة بتقلك مافي اشي رح يرتفع لانه كل اشي موجود وبكميات مريحة ومنيحة . وهسه من هون لاول رمضان بصيرو يرفعو الاسعار بالعقل هالتجار وبثبتوها على اول يوم وبقلك الاسعار ثابته مو
train_002359,والثنا منك ياعبدالله مجروح . . . خله لواحد مثلي بينه وبينهم 500 كيلو ولاني منهم,والثنا منك يا[PERSON_1] مجروح . . . خله لواحد مثلي بينه وبينهم [NUM_1] كيلو ولاني منهم
train_002360,في اخبار عن الطفل ورد ولا خلص سكرتوا عالموضوع ؟ !,في اخبار عن الطفل [PERSON_1] ولا خلص سكرتوا عالموضوع ؟ !
train_002361,مو كل الناس زي بعض حتى الحين فيه ناس جايبينهم بالدين .,مو كل الناس زي بعض حتى الحين فيه ناس جايبينهم بالدين .
train_002362,كده خلصنا من شوبير و صادق . . . فاضل شلبي و الغندور و,كده خلصنا من [PERSON_1] و [PERSON_2] . . . فاضل [PERSON_3] و [PERSON_4] و
train_002363,"خساره الهزيمه , نشوفكم في بطوله غيرها ياأبطال","خساره الهزيمه , نشوفكم في بطوله غيرها ياأبطال"
train_002364,شو استنتجتو من جس نبض الشارع اه ممكن اعرف { ويمكرون ويمكر الله والله خير الماكرين,شو استنتجتو من جس نبض الشارع اه ممكن اعرف { ويمكرون ويمكر الله والله خير الماكرين
train_002365,الف الف الف الف مبروك .,الف الف الف الف مبروك .
train_002366,الزيارة لتفقد احوال الشؤون التعليمية في المحافظة بعد ان لفت نظر الدكتورة بعض التجاوزات الغير مبررة من قبل إدارة التربية والتعليم,الزيارة لتفقد احوال الشؤون التعليمية في المحافظة بعد ان لفت نظر [PERSON_1] بعض التجاوزات الغير مبررة من قبل إدارة التربية والتعليم
train_002367,الذين يسمون نفسهم معارضة يريدون : تعديل الدستور و القوانين بحيث يكون البند الاول : ان تفرض الاقليات المعارضة رايها و فكرها على غالبية الشعب بشتى الطرق السلمية و غير السلمية بحجة انهم النخبة و المثقفون و البقية جهله و هم صاروا اوصياء و من منطلق الوصاية على مصر يتصرفون كما يريدون - ثم الغاء قانون الطوارىء و ياريت الغاء الشرطة و اجهزة الامن تماما لكى يعود الارهاب و الاعتداءات على الشرطة كما فى الثمانينات و الستعينات لتصبح مهمة الثورة و قلب الحكم اسهل - ثم يريدون تخطى و تجاهل كافة القوى السياسية المشروعة الجيش و الشرطة و الامن و الرئيس و الوزراء و مجلس الشعب و الشورى و القضاء و المحاكم و الدستور و كل شىء فى سبيل ان يفرض مئة او مئتين شخص من المثقفين رايهم و يحتمون فى حقوق الانسان - بينما يحق لهم خرق القانون و التظاره وقتما يشاؤون و الاستهانة بسلطات الامن و القوانين و المسئولين كما يرجى اضافة بند حرية الشغب و حرية الثورة و حرية قلب الحكم و حرية الاستعانة بقوى خارجية و حرية الردح و حرية قمع اراء الاخرين ايضا ! منتهى الغوغائية و العشوائية لمن لا تعجبهم مصر و يقولون انها عشوائية و يريدونها عراقا صومالا خرابا و دمارا بلا نهاية,الذين يسمون نفسهم معارضة يريدون : تعديل الدستور و القوانين بحيث يكون البند الاول : ان تفرض الاقليات المعارضة رايها و فكرها على غالبية الشعب بشتى الطرق السلمية و غير السلمية بحجة انهم النخبة و المثقفون و البقية جهله و هم صاروا اوصياء و من منطلق الوصاية على [LOC_1] يتصرفون كما يريدون - ثم الغاء قانون الطوارىء و ياريت الغاء الشرطة و اجهزة الامن تماما لكى يعود الارهاب و الاعتداءات على الشرطة كما فى الثمانينات و الستعينات لتصبح مهمة الثورة و قلب الحكم اسهل - ثم يريدون تخطى و تجاهل كافة القوى السياسية المشروعة الجيش و الشرطة و الامن و الرئيس و الوزراء و [ORG_1] و الشورى و القضاء و المحاكم و الدستور و كل شىء فى سبيل ان يفرض مئة او مئتين شخص من المثقفين رايهم و يحتمون فى حقوق الانسان - بينما يحق لهم خرق القانون و التظاره وقتما يشاؤون و الاستهانة بسلطات الامن و القوانين و المسئولين كما يرجى اضافة بند حرية الشغب و حرية الثورة و حرية قلب الحكم و حرية الاستعانة بقوى خارجية و حرية الردح و حرية قمع اراء الاخرين ايضا ! منتهى الغوغائية و العشوائية لمن لا تعجبهم [LOC_1] و يقولون انها عشوائية و يريدونها [LOC_2] [LOC_3] خرابا و دمارا بلا نهاية
train_002368,فما المانع و لماذا النقابة تؤخر هذة الخدمة من ان هناك من يريد ان يستفيد ؟ ؟,فما المانع و لماذا النقابة تؤخر هذة الخدمة من ان هناك من يريد ان يستفيد ؟ ؟
