id,example_id,dialect,split
train_001258,mt_dial_glf_e221a7bf,DIAL_GLF,train
train_001260,mt_msa_07c87686,MSA,train
train_001261,mt_msa_b8495830,MSA,train
train_001262,mt_dial_lev_eb9048e2,DIAL_LEV,train
train_001263,mt_msa_5b4f21c3,MSA,train
train_001265,mt_msa_f4904c72,MSA,train
train_001266,mt_dial_glf_2a87f9a3,DIAL_GLF,train
train_001267,mt_dial_lev_82ad842a,DIAL_LEV,train
train_001268,mt_dial_egy_5d6979d5,DIAL_EGY,train
train_001269,mt_dial_glf_62ef0cef,DIAL_GLF,train
train_001273,mt_msa_e23f7678,MSA,train
train_001275,mt_msa_96265152,MSA,train
train_001276,mt_msa_97194cb0,MSA,train
train_001281,mt_msa_c8644670,MSA,train
train_001284,mt_dial_lev_de93cabf,DIAL_LEV,train
train_001286,mt_dial_egy_6a49325c,DIAL_EGY,train
train_001287,mt_dial_lev_177c9702,DIAL_LEV,train
train_001288,mt_dial_egy_8d2e004f,DIAL_EGY,train
train_001289,mt_msa_5c81800c,MSA,train
train_001290,mt_msa_f2427526,MSA,train
train_001292,mt_dial_glf_55fc7f3e,DIAL_GLF,train
train_001294,mt_dial_lev_7460f043,DIAL_LEV,train
train_001295,mt_msa_de784a42,MSA,train
train_001299,mt_dial_glf_b79e124b,DIAL_GLF,train
train_001300,mt_dial_lev_6197f101,DIAL_LEV,train
train_001301,mt_dial_egy_03d233d9,DIAL_EGY,train
train_001304,mt_dial_egy_06971cca,DIAL_EGY,train
train_001305,mt_dial_lev_a67213b3,DIAL_LEV,train
train_001306,mt_dial_glf_52642b27,DIAL_GLF,train
train_001307,mt_dial_lev_edc6f5ec,DIAL_LEV,train
train_001309,mt_dial_glf_87be66d7,DIAL_GLF,train
train_001312,mt_dial_glf_2d671c4b,DIAL_GLF,train
train_001314,mt_dial_glf_37e72857,DIAL_GLF,train
train_001315,mt_dial_lev_b09b6b9a,DIAL_LEV,train
train_001316,mt_dial_glf_88f8c3ad,DIAL_GLF,train
train_001317,mt_dial_egy_b00f19b3,DIAL_EGY,train
train_001318,mt_msa_07a2639a,MSA,train
train_001319,mt_dial_glf_9ee4e1de,DIAL_GLF,train
train_001320,mt_msa_c92c3169,MSA,train
train_001321,mt_msa_067f3fb0,MSA,train
train_001322,mt_msa_2f5fd171,MSA,train
train_001323,mt_dial_lev_0e8e34df,DIAL_LEV,train
train_001325,mt_dial_lev_11f6ef26,DIAL_LEV,train
train_001326,mt_msa_58c8c540,MSA,train
train_001327,mt_msa_26a4ff1a,MSA,train
train_001330,mt_dial_glf_57fff567,DIAL_GLF,train
train_001331,mt_dial_egy_936a2470,DIAL_EGY,train
train_001333,mt_dial_lev_c3a87929,DIAL_LEV,train
train_001336,mt_dial_glf_91df3857,DIAL_GLF,train
train_001337,mt_dial_glf_40c4f1bd,DIAL_GLF,train
train_001338,mt_msa_4e8d719e,MSA,train
train_001339,mt_dial_lev_43307b38,DIAL_LEV,train
train_001340,mt_msa_bf008b10,MSA,train
train_001341,mt_dial_egy_ed20a369,DIAL_EGY,train
train_001342,mt_dial_glf_0101b72f,DIAL_GLF,train
train_001343,mt_dial_egy_8b521ffd,DIAL_EGY,train
train_001344,mt_msa_12673a29,MSA,train
train_001345,mt_msa_1130e493,MSA,train
train_001346,mt_dial_lev_ae895857,DIAL_LEV,train
train_001347,mt_msa_76788dcb,MSA,train
train_001348,mt_dial_lev_7bbe8fcf,DIAL_LEV,train
train_001349,mt_dial_egy_db429008,DIAL_EGY,train
train_001351,mt_dial_egy_0e269a9a,DIAL_EGY,train
train_001355,mt_msa_a46c49c2,MSA,train
train_001357,mt_dial_egy_2bf73e84,DIAL_EGY,train
train_001360,mt_dial_glf_0eb1b8d7,DIAL_GLF,train
train_001365,mt_dial_lev_92b0c3c7,DIAL_LEV,train
train_001366,mt_dial_lev_46301994,DIAL_LEV,train
train_001370,mt_dial_glf_23732170,DIAL_GLF,train
train_001372,mt_dial_egy_0ee757e0,DIAL_EGY,train
train_001375,mt_dial_lev_7294559b,DIAL_LEV,train
train_001376,mt_dial_lev_49a21053,DIAL_LEV,train
train_001377,mt_msa_ad7686a5,MSA,train
train_001378,mt_msa_ae94d533,MSA,train
train_001379,mt_dial_egy_cf6832b9,DIAL_EGY,train
train_001380,mt_dial_glf_1d3beb63,DIAL_GLF,train
train_001383,mt_msa_796e8498,MSA,train
train_001385,mt_dial_egy_bad5d7f1,DIAL_EGY,train
train_001386,mt_dial_glf_b545bd57,DIAL_GLF,train
train_001388,mt_dial_egy_291fb416,DIAL_EGY,train
train_001390,mt_dial_glf_7a3d29d3,DIAL_GLF,train
train_001391,mt_msa_986b20da,MSA,train
train_001392,mt_dial_glf_656a7bf3,DIAL_GLF,train
train_001393,mt_dial_lev_41af18e5,DIAL_LEV,train
train_001394,mt_dial_lev_1a0792ab,DIAL_LEV,train
train_001397,mt_dial_glf_59becb9a,DIAL_GLF,train
train_001400,mt_dial_glf_959d5ad8,DIAL_GLF,train
train_001402,mt_dial_egy_8ddcde65,DIAL_EGY,train
train_001403,mt_dial_glf_57c5354a,DIAL_GLF,train
train_001404,mt_dial_egy_4ef9c7f1,DIAL_EGY,train
train_001405,mt_dial_lev_ec1e0294,DIAL_LEV,train
train_001407,mt_dial_glf_a6115231,DIAL_GLF,train
train_001408,mt_dial_glf_22098c64,DIAL_GLF,train
train_001412,mt_dial_egy_cd2a3551,DIAL_EGY,train
train_001413,mt_msa_851e2dba,MSA,train
train_001414,mt_msa_c8f9454d,MSA,train
train_001416,mt_dial_lev_5e2e3df7,DIAL_LEV,train
train_001423,mt_msa_3af22f0b,MSA,train
train_001426,mt_dial_egy_7bc6f727,DIAL_EGY,train
train_001427,mt_msa_fa153e80,MSA,train
train_001428,mt_msa_1f638ac2,MSA,train
train_001429,mt_msa_3ce84ffc,MSA,train
train_001431,mt_dial_glf_a6e588ce,DIAL_GLF,train
train_001432,mt_dial_egy_22111a5f,DIAL_EGY,train
train_001435,mt_dial_glf_1aa05f8f,DIAL_GLF,train
train_001437,mt_msa_b04fe5ea,MSA,train
train_001438,mt_dial_lev_ba4d82cd,DIAL_LEV,train
train_001439,mt_dial_glf_c971315d,DIAL_GLF,train
train_001440,mt_dial_egy_2c834b49,DIAL_EGY,train
train_001441,mt_dial_glf_a130a3a7,DIAL_GLF,train
train_001442,mt_dial_lev_14bff39f,DIAL_LEV,train
train_001443,mt_dial_glf_4bf18252,DIAL_GLF,train
train_001444,mt_dial_glf_691d51e9,DIAL_GLF,train
train_001447,mt_dial_lev_806b1d54,DIAL_LEV,train
train_001449,mt_msa_28babcb2,MSA,train
train_001454,mt_dial_lev_cd258e39,DIAL_LEV,train
train_001455,mt_dial_glf_7a1d396b,DIAL_GLF,train
train_001456,mt_dial_lev_56ab0ec7,DIAL_LEV,train
train_001457,mt_dial_glf_7e8baa99,DIAL_GLF,train
train_001458,mt_msa_93ce9ec8,MSA,train
train_001460,mt_dial_lev_8c84a3e3,DIAL_LEV,train
train_001461,mt_dial_lev_e7a55347,DIAL_LEV,train
train_001462,mt_dial_glf_0f76e27e,DIAL_GLF,train
train_001463,mt_dial_egy_a3b33bcb,DIAL_EGY,train
train_001467,mt_msa_273d9974,MSA,train
train_001468,mt_dial_glf_166965a2,DIAL_GLF,train
train_001469,mt_dial_lev_8c893078,DIAL_LEV,train
train_001470,mt_dial_egy_6b13c5ca,DIAL_EGY,train
train_001471,mt_dial_lev_2df0ce77,DIAL_LEV,train
train_001472,mt_dial_egy_d793b630,DIAL_EGY,train
train_001473,mt_dial_glf_974f4d83,DIAL_GLF,train
train_001474,mt_dial_lev_a5d5bdfc,DIAL_LEV,train
train_001476,mt_dial_egy_fa886533,DIAL_EGY,train
train_001478,mt_dial_lev_c6420ae2,DIAL_LEV,train
train_001479,mt_dial_glf_2efb6920,DIAL_GLF,train
train_001480,mt_dial_lev_a6091811,DIAL_LEV,train
train_001483,mt_msa_e673f044,MSA,train
train_001484,mt_dial_lev_30e7c314,DIAL_LEV,train
train_001486,mt_dial_lev_6ebb5d6f,DIAL_LEV,train
train_001488,mt_dial_glf_0ec1b680,DIAL_GLF,train
train_001490,mt_dial_glf_59000875,DIAL_GLF,train
train_001493,mt_msa_397bebae,MSA,train
train_001494,mt_dial_lev_69acdd6a,DIAL_LEV,train
train_001496,mt_dial_glf_099fe9dd,DIAL_GLF,train
train_001500,mt_dial_egy_04763583,DIAL_EGY,train
train_001503,mt_dial_lev_53df9451,DIAL_LEV,train
train_001506,mt_dial_glf_1b5793bd,DIAL_GLF,train
train_001507,mt_dial_egy_15002b58,DIAL_EGY,train
train_001508,mt_dial_glf_9229c603,DIAL_GLF,train
train_001509,mt_dial_lev_a8ec8385,DIAL_LEV,train
train_001510,mt_dial_egy_5c43c70b,DIAL_EGY,train
train_001511,mt_dial_egy_08a69142,DIAL_EGY,train
train_001512,mt_dial_glf_4917bf0c,DIAL_GLF,train
train_001513,mt_dial_glf_9e11bbc1,DIAL_GLF,train
train_001514,mt_msa_6d67ab32,MSA,train
train_001517,mt_msa_9fab404c,MSA,train
train_001518,mt_msa_641fb9b9,MSA,train
train_001519,mt_dial_glf_bca6dc28,DIAL_GLF,train
train_001520,mt_dial_glf_e37d4d97,DIAL_GLF,train
train_001521,mt_dial_glf_a48f95d6,DIAL_GLF,train
train_001523,mt_dial_glf_b6cc7d74,DIAL_GLF,train
train_001525,mt_msa_9015be91,MSA,train
train_001526,mt_dial_glf_f9a22e91,DIAL_GLF,train
train_001527,mt_dial_lev_8d74c6c6,DIAL_LEV,train
train_001529,mt_dial_lev_263e49d0,DIAL_LEV,train
train_001530,mt_msa_f0970110,MSA,train
train_001532,mt_dial_lev_e695da5c,DIAL_LEV,train
train_001533,mt_dial_glf_f8294135,DIAL_GLF,train
train_001536,mt_dial_glf_6ec1f354,DIAL_GLF,train
train_001538,mt_dial_glf_c7a48242,DIAL_GLF,train
train_001542,mt_dial_lev_96309b47,DIAL_LEV,train
train_001544,mt_dial_glf_70067dc3,DIAL_GLF,train
train_001546,mt_dial_lev_c0c1f09b,DIAL_LEV,train
train_001547,mt_dial_egy_79cdd463,DIAL_EGY,train
train_001549,mt_dial_glf_69f51606,DIAL_GLF,train
train_001550,mt_dial_glf_c4ba2293,DIAL_GLF,train
train_001552,mt_dial_glf_6991b44b,DIAL_GLF,train
train_001553,mt_dial_glf_50a930e4,DIAL_GLF,train
train_001554,mt_dial_glf_cd59556a,DIAL_GLF,train
train_001556,mt_dial_glf_743cc534,DIAL_GLF,train
train_001557,mt_dial_glf_81e31a18,DIAL_GLF,train
train_001558,mt_dial_lev_ffaf4a79,DIAL_LEV,train
train_001560,mt_dial_lev_34d33a30,DIAL_LEV,train
train_001562,mt_msa_a104a523,MSA,train
train_001563,mt_dial_glf_f2bbc455,DIAL_GLF,train
train_001567,mt_msa_6cd2d4ef,MSA,train
train_001568,mt_dial_egy_295a6381,DIAL_EGY,train
train_001569,mt_dial_egy_43e1f1f4,DIAL_EGY,train
train_001570,mt_dial_lev_a931a6ed,DIAL_LEV,train
train_001571,mt_msa_bde1d45e,MSA,train
train_001572,mt_dial_egy_249ea701,DIAL_EGY,train
train_001574,mt_msa_271cdba7,MSA,train
train_001575,mt_dial_lev_88306e43,DIAL_LEV,train
train_001576,mt_dial_glf_62149753,DIAL_GLF,train
train_001577,mt_dial_egy_3273f9aa,DIAL_EGY,train
train_001578,mt_dial_glf_e966e7b7,DIAL_GLF,train
train_001580,mt_dial_egy_446dbc39,DIAL_EGY,train
train_001583,mt_msa_d0d35773,MSA,train
train_001585,mt_dial_egy_4eef883c,DIAL_EGY,train
train_001589,mt_msa_c1911760,MSA,train
train_001590,mt_msa_4cee0646,MSA,train
train_001592,mt_dial_egy_c49f4534,DIAL_EGY,train
train_001594,mt_msa_56a6fa7a,MSA,train
train_001595,mt_msa_b351500c,MSA,train
train_001597,mt_msa_ad876ee7,MSA,train
train_001599,mt_dial_lev_a2b4d940,DIAL_LEV,train
train_001600,mt_dial_egy_07e69c7a,DIAL_EGY,train
train_001601,mt_dial_egy_9b2da24f,DIAL_EGY,train
train_001602,mt_dial_glf_4e3f8d42,DIAL_GLF,train
train_001603,mt_msa_ea327940,MSA,train
train_001605,mt_dial_lev_f71e0e0f,DIAL_LEV,train
train_001607,mt_msa_7c0b6e89,MSA,train
train_001610,mt_dial_lev_fd2e1a95,DIAL_LEV,train
train_001615,mt_dial_egy_0f5834ae,DIAL_EGY,train
train_001616,mt_dial_lev_84b37d54,DIAL_LEV,train
train_001618,mt_dial_lev_4d139968,DIAL_LEV,train
train_001619,mt_msa_1f838bda,MSA,train
train_001620,mt_dial_glf_34de516f,DIAL_GLF,train
train_001621,mt_msa_b29e8baf,MSA,train
train_001622,mt_dial_glf_191c1234,DIAL_GLF,train
train_001624,mt_dial_egy_347251af,DIAL_EGY,train
train_001626,mt_dial_egy_d4a25847,DIAL_EGY,train
train_001627,mt_msa_94b466b2,MSA,train
train_001628,mt_msa_878efa4d,MSA,train
train_001632,mt_dial_lev_31a25912,DIAL_LEV,train
train_001634,mt_dial_glf_e164a027,DIAL_GLF,train
train_001635,mt_dial_glf_23e66d50,DIAL_GLF,train
train_001637,mt_dial_glf_430d717f,DIAL_GLF,train
train_001638,mt_msa_aa08dee6,MSA,train
train_001639,mt_dial_egy_7ac15c6f,DIAL_EGY,train
train_001641,mt_dial_lev_68607eee,DIAL_LEV,train
train_001642,mt_msa_ae4bc772,MSA,train
train_001648,mt_dial_glf_43aa84cc,DIAL_GLF,train
train_001649,mt_msa_17114d26,MSA,train
train_001652,mt_dial_lev_66e6053b,DIAL_LEV,train
train_001653,mt_dial_lev_7a3f6079,DIAL_LEV,train
train_001654,mt_dial_egy_6b31daeb,DIAL_EGY,train
train_001656,mt_dial_lev_77969b63,DIAL_LEV,train
train_001657,mt_dial_glf_84ecfbfc,DIAL_GLF,train
train_001658,mt_dial_egy_7f008170,DIAL_EGY,train
train_001659,mt_dial_glf_026a2537,DIAL_GLF,train
train_001660,mt_dial_egy_92bd99e7,DIAL_EGY,train
train_001661,mt_msa_9504cb77,MSA,train
train_001662,mt_dial_glf_2286acfb,DIAL_GLF,train
train_001663,mt_msa_1928a556,MSA,train
train_001665,mt_msa_2a17d61f,MSA,train
train_001666,mt_dial_egy_81e07deb,DIAL_EGY,train
train_001667,mt_msa_a4ec0a56,MSA,train
train_001672,mt_dial_egy_c9b9bccc,DIAL_EGY,train
train_001673,mt_dial_glf_efe01fd7,DIAL_GLF,train
train_001674,mt_dial_glf_a9656e08,DIAL_GLF,train
train_001675,mt_dial_egy_fe0cd19a,DIAL_EGY,train
train_001677,mt_dial_egy_1d7685f4,DIAL_EGY,train
train_001679,mt_dial_glf_01167c2d,DIAL_GLF,train
train_001681,mt_dial_egy_26581cb4,DIAL_EGY,train
train_001683,mt_dial_lev_97799108,DIAL_LEV,train
train_001685,mt_dial_glf_8143d6b8,DIAL_GLF,train
train_001686,mt_msa_cf2194bb,MSA,train
train_001689,mt_dial_egy_d36d30f1,DIAL_EGY,train
train_001691,mt_msa_a273d724,MSA,train
train_001692,mt_dial_glf_c3004fd1,DIAL_GLF,train
train_001693,mt_msa_e5eff272,MSA,train
train_001695,mt_dial_egy_c24feaeb,DIAL_EGY,train
train_001696,mt_dial_egy_0a64ce43,DIAL_EGY,train
train_001699,mt_dial_glf_6d8afa0e,DIAL_GLF,train
train_001701,mt_msa_6022d8f3,MSA,train
train_001702,mt_dial_glf_9971c8e2,DIAL_GLF,train
train_001703,mt_dial_glf_b2f6377e,DIAL_GLF,train
train_001704,mt_dial_glf_07fb7093,DIAL_GLF,train
train_001705,mt_dial_egy_ff640752,DIAL_EGY,train
train_001706,mt_dial_egy_1a96cbb8,DIAL_EGY,train
train_001707,mt_msa_c5ffb4b2,MSA,train
train_001709,mt_dial_egy_fae3396f,DIAL_EGY,train
train_001710,mt_dial_glf_dff402e7,DIAL_GLF,train
train_001711,mt_dial_glf_799fbd3f,DIAL_GLF,train
train_001714,mt_dial_lev_82ac2d16,DIAL_LEV,train
train_001717,mt_dial_glf_2d0b9ace,DIAL_GLF,train
train_001718,mt_msa_7422748c,MSA,train
train_001719,mt_dial_glf_fe0e9f34,DIAL_GLF,train
train_001720,mt_dial_glf_dff3a6cb,DIAL_GLF,train
train_001721,mt_msa_d5a69397,MSA,train
train_001722,mt_dial_lev_0dcd9505,DIAL_LEV,train
train_001724,mt_dial_egy_d18ed9fc,DIAL_EGY,train
train_001725,mt_dial_egy_706aa1d5,DIAL_EGY,train
train_001726,mt_msa_a9623d58,MSA,train
train_001728,mt_msa_34d47369,MSA,train
train_001735,mt_dial_egy_1f10987b,DIAL_EGY,train
train_001738,mt_dial_lev_574f9ad7,DIAL_LEV,train
train_001739,mt_dial_glf_24cf94b9,DIAL_GLF,train
train_001741,mt_msa_7c707a00,MSA,train
train_001742,mt_dial_glf_e5d337db,DIAL_GLF,train
train_001743,mt_msa_61a9c3b2,MSA,train
train_001747,mt_dial_lev_b5d5bb26,DIAL_LEV,train
train_001749,mt_dial_lev_1da89f17,DIAL_LEV,train
train_001750,mt_dial_egy_057b00cd,DIAL_EGY,train
train_001751,mt_dial_glf_13fa086a,DIAL_GLF,train
train_001754,mt_dial_lev_a94c8000,DIAL_LEV,train
train_001758,mt_msa_e89b8796,MSA,train
train_001759,mt_msa_bea9feac,MSA,train
train_001761,mt_dial_lev_42e39ac1,DIAL_LEV,train
train_001766,mt_msa_9db678a5,MSA,train
train_001767,mt_dial_lev_1464bd3f,DIAL_LEV,train
train_001769,mt_dial_glf_80a1bc13,DIAL_GLF,train
train_001771,mt_dial_glf_6e6b5f98,DIAL_GLF,train
train_001772,mt_msa_0dd43651,MSA,train
train_001774,mt_dial_egy_e8be49e5,DIAL_EGY,train
train_001775,mt_dial_glf_e9352582,DIAL_GLF,train
train_001776,mt_dial_egy_6bfeb103,DIAL_EGY,train
train_001777,mt_dial_egy_39cf0852,DIAL_EGY,train
train_001778,mt_msa_db43fb92,MSA,train
train_001779,mt_msa_b1512394,MSA,train
train_001780,mt_msa_99e5586c,MSA,train
train_001782,mt_dial_egy_fe19d7b7,DIAL_EGY,train
train_001783,mt_dial_glf_f7ac8287,DIAL_GLF,train
train_001785,mt_dial_lev_18683728,DIAL_LEV,train
train_001786,mt_dial_glf_3f506218,DIAL_GLF,train
train_001788,mt_msa_94480c49,MSA,train
train_001789,mt_dial_lev_be9cbabd,DIAL_LEV,train
train_001791,mt_dial_lev_772861ba,DIAL_LEV,train
train_001793,mt_dial_lev_492696e2,DIAL_LEV,train
train_001794,mt_dial_glf_78f48ee5,DIAL_GLF,train
train_001795,mt_dial_egy_a46f1093,DIAL_EGY,train
train_001796,mt_dial_glf_0457f777,DIAL_GLF,train
train_001798,mt_dial_glf_a921ebae,DIAL_GLF,train
train_001800,mt_dial_lev_47b75893,DIAL_LEV,train
train_001801,mt_dial_glf_aa7cc3ba,DIAL_GLF,train
train_001803,mt_dial_lev_af0416f8,DIAL_LEV,train
train_001804,mt_dial_lev_f905e634,DIAL_LEV,train
train_001805,mt_msa_ac6c51d9,MSA,train
train_001808,mt_dial_lev_e8dd83ec,DIAL_LEV,train
train_001809,mt_dial_egy_6e7dbb61,DIAL_EGY,train
train_001810,mt_dial_egy_494a1551,DIAL_EGY,train
train_001811,mt_dial_lev_f8ca8c01,DIAL_LEV,train
train_001812,mt_dial_glf_08d305fe,DIAL_GLF,train
train_001814,mt_dial_glf_e415a669,DIAL_GLF,train
train_001816,mt_msa_2799c0b5,MSA,train
train_001821,mt_dial_glf_b392c757,DIAL_GLF,train
train_001823,mt_dial_glf_73215094,DIAL_GLF,train
train_001826,mt_dial_glf_d4e630fb,DIAL_GLF,train
train_001827,mt_dial_lev_a6c2dd67,DIAL_LEV,train
train_001828,mt_msa_b40e6212,MSA,train
train_001829,mt_msa_fdf8c952,MSA,train
train_001831,mt_msa_17eaf5e8,MSA,train
train_001833,mt_msa_8af38821,MSA,train
train_001834,mt_dial_glf_fe708f3e,DIAL_GLF,train
train_001835,mt_dial_glf_9b38d232,DIAL_GLF,train
train_001837,mt_msa_f6a68378,MSA,train
train_001838,mt_dial_egy_bd5cc589,DIAL_EGY,train
train_001839,mt_dial_egy_47ee87ce,DIAL_EGY,train
train_001842,mt_dial_glf_2120d24e,DIAL_GLF,train
train_001843,mt_dial_glf_a12af481,DIAL_GLF,train
train_001844,mt_dial_glf_1f6e9fc9,DIAL_GLF,train
train_001845,mt_msa_9dbb43ee,MSA,train
train_001846,mt_dial_egy_8f1f8ce9,DIAL_EGY,train
train_001849,mt_dial_lev_6e2dbf39,DIAL_LEV,train
train_001851,mt_msa_768b27af,MSA,train
train_001852,mt_msa_7c5589f7,MSA,train
train_001854,mt_dial_lev_e7434c52,DIAL_LEV,train
train_001855,mt_dial_glf_428a20a6,DIAL_GLF,train
train_001856,mt_dial_lev_c2bb5618,DIAL_LEV,train
train_001857,mt_dial_egy_ebd44344,DIAL_EGY,train
train_001858,mt_dial_lev_756261c8,DIAL_LEV,train
train_001859,mt_dial_glf_050a3c98,DIAL_GLF,train
train_001861,mt_dial_glf_9f1939b1,DIAL_GLF,train
train_001862,mt_dial_glf_1220a676,DIAL_GLF,train
train_001863,mt_dial_glf_451c0a61,DIAL_GLF,train
train_001866,mt_msa_4bd20464,MSA,train
train_001867,mt_msa_5aec3978,MSA,train
train_001868,mt_dial_glf_f4aa9048,DIAL_GLF,train
train_001871,mt_dial_egy_c63dc0a3,DIAL_EGY,train
train_001872,mt_dial_glf_972cdd8f,DIAL_GLF,train
train_001873,mt_dial_lev_7907b20e,DIAL_LEV,train
train_001874,mt_msa_21443a14,MSA,train
train_001875,mt_dial_egy_b33c8a07,DIAL_EGY,train
train_001876,mt_dial_glf_a958c08b,DIAL_GLF,train
train_001878,mt_dial_lev_a4d3c631,DIAL_LEV,train
train_001879,mt_dial_glf_25cdca2e,DIAL_GLF,train
train_001880,mt_dial_lev_1c8a3b4f,DIAL_LEV,train
train_001881,mt_dial_lev_73b19004,DIAL_LEV,train
train_001882,mt_dial_glf_578f7cb8,DIAL_GLF,train
train_001883,mt_dial_lev_0f426a0a,DIAL_LEV,train
train_001885,mt_dial_lev_54955601,DIAL_LEV,train
train_001886,mt_dial_glf_721f4ce8,DIAL_GLF,train
train_001887,mt_dial_lev_e05d6954,DIAL_LEV,train
train_001889,mt_dial_egy_e756d1c7,DIAL_EGY,train
train_001893,mt_dial_glf_48856537,DIAL_GLF,train
train_001894,mt_dial_egy_815daaee,DIAL_EGY,train
train_001895,mt_dial_lev_0e84c110,DIAL_LEV,train
train_001897,mt_dial_glf_a6dcd6de,DIAL_GLF,train
train_001899,mt_dial_lev_d8e0fd8f,DIAL_LEV,train
train_001902,mt_dial_egy_979e4628,DIAL_EGY,train
train_001906,mt_dial_egy_8e5d544e,DIAL_EGY,train
train_001907,mt_dial_lev_a4cf8995,DIAL_LEV,train
train_001909,mt_dial_egy_2a160201,DIAL_EGY,train
train_001912,mt_msa_b4d6b5d9,MSA,train
train_001914,mt_msa_4566bfe2,MSA,train
train_001918,mt_msa_60eccfd3,MSA,train
train_001919,mt_dial_lev_c3cae9af,DIAL_LEV,train
train_001920,mt_dial_glf_6da4d33f,DIAL_GLF,train
train_001921,mt_dial_glf_04f206e8,DIAL_GLF,train
train_001923,mt_dial_lev_8c885358,DIAL_LEV,train
train_001926,mt_dial_lev_46e6f42a,DIAL_LEV,train
train_001929,mt_dial_glf_69052278,DIAL_GLF,train
train_001932,mt_msa_d3ea194d,MSA,train
train_001933,mt_dial_glf_5bdf816e,DIAL_GLF,train
train_001934,mt_dial_glf_dd46ec59,DIAL_GLF,train
train_001944,mt_msa_cbe546a6,MSA,train
train_001945,mt_dial_lev_2fc8135e,DIAL_LEV,train
train_001947,mt_msa_9f86ca0d,MSA,train
train_001948,mt_dial_glf_64cb10da,DIAL_GLF,train
train_001950,mt_dial_lev_a634f361,DIAL_LEV,train
train_001951,mt_dial_glf_0b0fe24e,DIAL_GLF,train
train_001953,mt_dial_egy_3a8eba7c,DIAL_EGY,train
train_001954,mt_dial_egy_ffe8fade,DIAL_EGY,train
train_001955,mt_dial_glf_065629aa,DIAL_GLF,train
train_001956,mt_dial_glf_9d34ce7d,DIAL_GLF,train
train_001958,mt_dial_egy_b09b785d,DIAL_EGY,train
train_001961,mt_msa_a067444d,MSA,train
train_001962,mt_dial_glf_8e023c99,DIAL_GLF,train
train_001965,mt_dial_glf_87428b21,DIAL_GLF,train
train_001966,mt_dial_lev_0ada7403,DIAL_LEV,train
train_001967,mt_dial_lev_d2b2c59d,DIAL_LEV,train
train_001970,mt_dial_glf_458f6243,DIAL_GLF,train
train_001972,mt_dial_glf_37597775,DIAL_GLF,train
train_001973,mt_dial_glf_31bee6ed,DIAL_GLF,train
train_001974,mt_msa_fb02e083,MSA,train
train_001977,mt_dial_egy_6c0ecb2a,DIAL_EGY,train
train_001978,mt_dial_egy_c08dfcde,DIAL_EGY,train
train_001979,mt_msa_67c09821,MSA,train
train_001980,mt_dial_egy_bf834196,DIAL_EGY,train
train_001981,mt_msa_4df17353,MSA,train
train_001983,mt_dial_glf_0d87558c,DIAL_GLF,train
train_001984,mt_dial_glf_0fc02803,DIAL_GLF,train
train_001985,mt_msa_f6dd1de9,MSA,train
train_001987,mt_dial_glf_44d87327,DIAL_GLF,train
train_001988,mt_dial_lev_8731cb30,DIAL_LEV,train
train_001989,mt_dial_egy_fd946959,DIAL_EGY,train
train_001991,mt_msa_5105ab6b,MSA,train
train_001992,mt_dial_lev_4a2043d3,DIAL_LEV,train
train_001994,mt_dial_lev_bd89bcbb,DIAL_LEV,train
train_001995,mt_msa_439f13c1,MSA,train
train_001996,mt_dial_egy_4f87dba8,DIAL_EGY,train
train_001999,mt_dial_egy_d202c3b0,DIAL_EGY,train
train_002000,mt_dial_egy_c9392f07,DIAL_EGY,train
train_002001,mt_dial_glf_152c0c14,DIAL_GLF,train
train_002002,mt_msa_c5c60070,MSA,train
train_002004,mt_msa_7a6a6665,MSA,train
train_002005,mt_dial_glf_28218a6d,DIAL_GLF,train
train_002006,mt_msa_1a882782,MSA,train
train_002007,mt_dial_egy_3946f677,DIAL_EGY,train
train_002008,mt_dial_glf_6e71996c,DIAL_GLF,train
train_002009,mt_dial_glf_1706c951,DIAL_GLF,train
train_002010,mt_dial_lev_c18ff7ac,DIAL_LEV,train
train_002011,mt_msa_07c6be9d,MSA,train
train_002012,mt_dial_egy_28d24dc6,DIAL_EGY,train
train_002017,mt_dial_lev_1f4b111e,DIAL_LEV,train
train_002018,mt_msa_fc40af60,MSA,train
train_002019,mt_dial_glf_6932a500,DIAL_GLF,train
train_002020,mt_msa_93dfad6b,MSA,train
train_002024,mt_dial_lev_87dff20e,DIAL_LEV,train
train_002029,mt_msa_e33e0112,MSA,train
train_002031,mt_dial_glf_efad1ad2,DIAL_GLF,train
train_002033,mt_dial_lev_f10dc11f,DIAL_LEV,train
train_002035,mt_dial_glf_458c8514,DIAL_GLF,train
train_002036,mt_msa_89987ca9,MSA,train
train_002037,mt_msa_cd72e736,MSA,train
train_002038,mt_dial_glf_14b82b7b,DIAL_GLF,train
train_002039,mt_msa_e0690739,MSA,train
train_002040,mt_msa_3d6c5e2b,MSA,train
train_002044,mt_msa_acbe7cfc,MSA,train
train_002045,mt_dial_egy_8c7f8449,DIAL_EGY,train
train_002046,mt_dial_glf_a68f6fec,DIAL_GLF,train
train_002047,mt_dial_lev_ee0b98b3,DIAL_LEV,train
train_002048,mt_msa_820af13c,MSA,train
train_002049,mt_dial_lev_57a50ea0,DIAL_LEV,train
train_002051,mt_dial_glf_ed5c3bc8,DIAL_GLF,train
train_002054,mt_dial_glf_012935ff,DIAL_GLF,train
