id,Usage,original_text,masked_text,mask_spans_json
test_000091,Private,للأسف الزعرنه صفة لشعبنابداخل والخارج الكل بعرف إنامن اقل شي بنعصب وباقل شي بنشبر لإنامالناحكمة فقط عصبية وشوفت حال علفاضي . . . عشان شوية زعران مابعرفوا موقع اسبانياعلخريطة ولاشي عن تاريخهاقتلت أم برئية ؟ لماذا ؟ الله يرحمهاويهدي,للأسف الزعرنه صفة لشعبنابداخل والخارج الكل بعرف إنامن اقل شي بنعصب وباقل شي بنشبر لإنامالناحكمة فقط عصبية وشوفت حال علفاضي . . . عشان شوية زعران مابعرفوا موقع [LOC_1]علخريطة ولاشي عن تاريخهاقتلت أم برئية ؟ لماذا ؟ الله يرحمهاويهدي,"[{""start"": 159, ""end"": 166, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسبانيا"", ""mask_type"": ""LOC""}]"
test_000092,Private,يا جماعة السلوك المشين الذي قام به أمس ابراهيم حسن يثبت عدل و قوة الدولة الجزائرية و كذلك استحقاقه لعقوبة الايقاف لمدة خمس سنوات بسبب سلوكه المشين في ملعب بجاية رغم أنه نجا من رد فعل الجماهير بسبب تدخل قوات الأمن و بالتالي فلابد من ايقافه مدى,يا جماعة السلوك المشين الذي قام به [DATE_1] [PERSON_1] [PERSON_2] يثبت عدل و قوة الدولة الجزائرية و كذلك استحقاقه لعقوبة الايقاف لمدة [NUM_1] سنوات بسبب سلوكه المشين في ملعب [LOC_1] رغم أنه نجا من رد فعل الجماهير بسبب تدخل قوات الأمن و بالتالي فلابد من ايقافه مدى,"[{""start"": 35, ""end"": 38, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""أمس"", ""mask_type"": ""DATE""}, {""start"": 39, ""end"": 46, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ابراهيم"", ""mask_type"": ""PERSON""}, {""start"": 47, ""end"": 50, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""حسن"", ""mask_type"": ""PERSON""}, {""start"": 119, ""end"": 122, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""خمس"", ""mask_type"": ""NUM""}, {""start"": 155, ""end"": 160, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""بجاية"", ""mask_type"": ""LOC""}]"
test_000094,Private,انا عمري 26 وانس اني اتزوج هذا امر مفروغ منه . . . والسبب لا وظيفه ولاهم يحزنون . . . والله اني قدمت ع كل القطاعات العسكريةولاقبلوني بسبب النظر ضعيف وغيري ينقبل وشوفه شجر واشتغلت في شركة اسمها ميس وفصلوني تعسفيا بعد ثاني يوم بسبب ان المدير سعودي متجنس ( ماعجبته ) . . وانا الحين اشتغل مع الوالد اشيل حديد وخرده ويعطيني 20 ريال ع الشيله . . مع الحش والتهزيء منه ( دبل تسبدي ) . . . الزبده فيني ( إكتئاب حاد ) وحالتي متدهورة . .,انا عمري [NUM_1] وانس اني اتزوج هذا امر مفروغ منه . . . والسبب لا وظيفه ولاهم يحزنون . . . والله اني قدمت ع كل القطاعات العسكريةولاقبلوني بسبب النظر ضعيف وغيري ينقبل وشوفه شجر واشتغلت في شركة اسمها [ORG_1] وفصلوني تعسفيا بعد ثاني يوم بسبب ان المدير سعودي متجنس ( ماعجبته ) . . وانا الحين اشتغل مع الوالد اشيل حديد وخرده ويعطيني [NUM_2] ريال ع الشيله . . مع الحش والتهزيء منه ( دبل تسبدي ) . . . الزبده فيني ( إكتئاب حاد ) وحالتي متدهورة . .,"[{""start"": 9, ""end"": 11, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""26"", ""mask_type"": ""NUM""}, {""start"": 193, ""end"": 196, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""ميس"", ""mask_type"": ""ORG""}, {""start"": 319, ""end"": 321, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""20"", ""mask_type"": ""NUM""}]"
test_000100,Private,يارب انت شايف وعالم لسا باقى اية يا مصر لما يبيعوا لحم,يارب انت شايف وعالم لسا باقى اية يا [LOC_1] لما يبيعوا لحم,"[{""start"": 36, ""end"": 39, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000102,Private,@ الله يطول بعمر ملكنا الحاني الباني ابو متعب . . سر ونحن من ورائكم ياحاني ياباني و الله يعز حكومتنا,@ الله يطول بعمر ملكنا الحاني الباني [PERSON_1] . . سر ونحن من ورائكم ياحاني ياباني و الله يعز حكومتنا,"[{""start"": 37, ""end"": 45, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ابو متعب"", ""mask_type"": ""PERSON""}]"
test_000106,Private,وانا اقول نعم اهداف البطل فيقاروا ستصرع,وانا اقول نعم اهداف البطل [PERSON_1] ستصرع,"[{""start"": 26, ""end"": 33, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""فيقاروا"", ""mask_type"": ""PERSON""}]"
test_000111,Private,"حقيقه انو واقع محزن . . و ربنا يكون مع هالمزاريعين . . و على قول المثل "" ما في دخان من غير نار "" و قصة الاشتال الاسرائليه غير مستبعده لانو احنا ما بنمانع من التعاون التبادل التجاري مع العدو الاسرائيلي مع الاسف . . و اكيد كانت المصلحه الشخصيه لبعض المسؤولين الها دور اكبر في هيك صفقات . . و ما راحت الى على الزارع الاردني المسكين .","حقيقه انو واقع محزن . . و ربنا يكون مع هالمزاريعين . . و على قول المثل "" ما في دخان من غير نار "" و قصة الاشتال الاسرائليه غير مستبعده لانو احنا ما بنمانع من التعاون التبادل التجاري مع العدو [LOC_1] مع الاسف . . و اكيد كانت المصلحه الشخصيه لبعض المسؤولين الها دور اكبر في هيك صفقات . . و ما راحت الى على الزارع [LOC_2] المسكين .","[{""start"": 190, ""end"": 200, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الاسرائيلي"", ""mask_type"": ""LOC""}, {""start"": 313, ""end"": 320, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""الاردني"", ""mask_type"": ""LOC""}]"
test_000118,Private,انا من اهل جدة والله دوبني عرفت بالخبر من,انا من اهل [LOC_1] والله دوبني عرفت بالخبر من,"[{""start"": 11, ""end"": 14, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""جدة"", ""mask_type"": ""LOC""}]"
test_000120,Private,شكل ودك تتزوج موظفة ياربيع,شكل ودك تتزوج موظفة يا[PERSON_1],"[{""start"": 22, ""end"": 26, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ربيع"", ""mask_type"": ""PERSON""}]"
test_000122,Private,أنا فلاول إتاثرت بالحكاية وصعب علي القتيل بس لما عرفت إنو سفاح يعني قاتل محترف يبقى يستاهل واللي تجيب سفاح وتبكي عليه تبقى ريا أو سكينة الحمدلله إن اناس خلصت من شرو ومن أذاه ربنايجحمو مطرح مراح,أنا فلاول إتاثرت بالحكاية وصعب علي القتيل بس لما عرفت إنو سفاح يعني قاتل محترف يبقى يستاهل واللي تجيب سفاح وتبكي عليه تبقى [PERSON_1] أو [PERSON_2] الحمدلله إن اناس خلصت من شرو ومن أذاه ربنايجحمو مطرح مراح,"[{""start"": 123, ""end"": 126, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ريا"", ""mask_type"": ""PERSON""}, {""start"": 130, ""end"": 135, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""سكينة"", ""mask_type"": ""PERSON""}]"
test_000123,Private,انا من رايي انو لاعبي الفيصلي ما يثقلو كثير على العشا . . حتى ما يزيد وزنهم وبعدين اقعد,انا من رايي انو لاعبي [ORG_1] ما يثقلو كثير على العشا . . حتى ما يزيد وزنهم وبعدين اقعد,"[{""start"": 22, ""end"": 29, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفيصلي"", ""mask_type"": ""ORG""}]"
test_000136,Private,فين نفين عميلة الحزب الوطنى,فين [PERSON_1] عميلة [ORG_1],"[{""start"": 4, ""end"": 8, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""نفين"", ""mask_type"": ""PERSON""}, {""start"": 15, ""end"": 27, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الحزب الوطنى"", ""mask_type"": ""ORG""}]"
test_000137,Private,لو الشعب يعترض يوم بالشهر وما يعبي بنزين رح تخسر ملايين الحكومة ووقتها رح اتفكر مليون مرة قبل ما تغلي الاسعار,لو الشعب يعترض يوم بالشهر وما يعبي بنزين رح تخسر ملايين الحكومة ووقتها رح اتفكر [NUM_1] مرة قبل ما تغلي الاسعار,"[{""start"": 80, ""end"": 85, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""مليون"", ""mask_type"": ""NUM""}]"
test_000140,Private,وعذرا للخطا . . والفيصلي بطل الكاس ورافع,وعذرا للخطا . . و[ORG_1] بطل الكاس ورافع,"[{""start"": 17, ""end"": 24, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفيصلي"", ""mask_type"": ""ORG""}]"
test_000142,Private,شكرا استاذ فهد على هالمقال,شكرا استاذ [PERSON_1] على هالمقال,"[{""start"": 11, ""end"": 14, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""فهد"", ""mask_type"": ""PERSON""}]"
test_000144,Private,ومين قال ان البرادعي عاوز يبقي ريس لحد الان هو طلب ان الانتخابات زي كل بلاد الدنيا ول عاوزين تمشوها ملكية يبقي اعلنوها صريحة كدي الشعب يعرف راسه من رجله ول افترض ان هناك انتخابات مع انها شوية افلام ونجح البرادعي هتفضلو تكدبو ولا عاش الملك مات الملك ارسو علي بر يا جماعة عشان لو البرادعي بقي الريس ممش ممكن يعمل تغيرات ويجيب اي حد ممكن يخلي بعض الوزراء الحالين ولكن هيحاسب المقصريين واللصوص والراجل يعرف الاصول هيمسك الريس وزارة الحقانية بعد الضهر والسن له احكام في واحد صاحبي فاضي الصبح هبقي ارشحه يمسك الحقانية الصبح ويسلم,ومين قال ان [PERSON_1] عاوز يبقي ريس لحد الان هو طلب ان الانتخابات زي كل بلاد الدنيا ول عاوزين تمشوها ملكية يبقي اعلنوها صريحة كدي الشعب يعرف راسه من رجله ول افترض ان هناك انتخابات مع انها شوية افلام ونجح [PERSON_1] هتفضلو تكدبو ولا عاش الملك مات الملك ارسو علي بر يا جماعة عشان لو [PERSON_1] بقي الريس ممش ممكن يعمل تغيرات ويجيب اي حد ممكن يخلي بعض الوزراء الحالين ولكن هيحاسب المقصريين واللصوص والراجل يعرف الاصول هيمسك الريس وزارة الحقانية بعد الضهر والسن له احكام في واحد صاحبي فاضي الصبح هبقي ارشحه يمسك الحقانية الصبح ويسلم,"[{""start"": 12, ""end"": 20, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""البرادعي"", ""mask_type"": ""PERSON""}, {""start"": 203, ""end"": 211, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""البرادعي"", ""mask_type"": ""PERSON""}, {""start"": 278, ""end"": 286, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""البرادعي"", ""mask_type"": ""PERSON""}]"
test_000147,Private,هذا ما يحتاجه مدريد من زمان بوجود افضل لاعبي العالم جميع البطولات لسنوات ان شاء,هذا ما يحتاجه [LOC_1] من زمان بوجود افضل لاعبي العالم جميع البطولات لسنوات ان شاء,"[{""start"": 14, ""end"": 19, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مدريد"", ""mask_type"": ""LOC""}]"
test_000148,Private,والله شىء مؤسف حقا وشىء مضحك حقا بالنسبه لفرض العقوبات . لماذا لاتوضع عقوبات عى اسرائيل وهى بالمنطقه تمتلك اسلحة نوويه ودمار شامل . لماذا الانظار من قبل على العراق والان على ايران ولما لايتم على اسرائيل من قبل او الان . لماذا حكام العرب لايتحدثون عن هذه المسائله بجديه عن المفاعل الننويه الاسرائيله,والله شىء مؤسف حقا وشىء مضحك حقا بالنسبه لفرض العقوبات . لماذا لاتوضع عقوبات عى [LOC_1] وهى بالمنطقه تمتلك اسلحة نوويه ودمار شامل . لماذا الانظار من قبل على [LOC_2] والان على [LOC_3] ولما لايتم على [LOC_1] من قبل او الان . لماذا حكام العرب لايتحدثون عن هذه المسائله بجديه عن المفاعل الننويه الاسرائيله,"[{""start"": 80, ""end"": 87, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسرائيل"", ""mask_type"": ""LOC""}, {""start"": 157, ""end"": 163, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""العراق"", ""mask_type"": ""LOC""}, {""start"": 174, ""end"": 179, ""placeholder"": ""[LOC_3]"", ""surface_form"": ""ايران"", ""mask_type"": ""LOC""}, {""start"": 195, ""end"": 202, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسرائيل"", ""mask_type"": ""LOC""}]"
test_000149,Private,سابعا : - كل الشكر للكبير خالد خطاطبة على هالاخبار الحلوة ولا تحرمنا منها يوم,سابعا : - كل الشكر للكبير [PERSON_1] على هالاخبار الحلوة ولا تحرمنا منها يوم,"[{""start"": 26, ""end"": 37, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""خالد خطاطبة"", ""mask_type"": ""PERSON""}]"
test_000154,Private,طيب ما الشعب المصري كله المفروض يدخل موسوعه جينس لانه 9000 سنه وهو مظلوم,طيب ما الشعب [LOC_1] كله المفروض يدخل موسوعه جينس لانه [NUM_1] سنه وهو مظلوم,"[{""start"": 13, ""end"": 19, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""المصري"", ""mask_type"": ""LOC""}, {""start"": 54, ""end"": 58, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""9000"", ""mask_type"": ""NUM""}]"
test_000155,Private,تخيلو معي لو ان البتراء مع الاسرائيليين لكان العالم كله يشوف تنظيم و ترتيب و مشاريع محصوره فى اماكن معينه و تطوير شامل للمنطقه . . هدا كلام قاله اسرائيلي زار البتراء لي . . كم انا,تخيلو معي لو ان [LOC_1] مع الاسرائيليين لكان العالم كله يشوف تنظيم و ترتيب و مشاريع محصوره فى اماكن معينه و تطوير شامل للمنطقه . . هدا كلام قاله اسرائيلي زار [LOC_1] لي . . كم انا,"[{""start"": 16, ""end"": 23, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""البتراء"", ""mask_type"": ""LOC""}, {""start"": 158, ""end"": 165, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""البتراء"", ""mask_type"": ""LOC""}]"
test_000158,Private,والأجنبي اللي جا في عام 2008 ما بعد أمداه,والأجنبي اللي جا في عام [DATE_1] ما بعد أمداه,"[{""start"": 24, ""end"": 28, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""2008"", ""mask_type"": ""DATE""}]"
test_000160,Private,اتق الله ياقصي مراد الرسول صلى الله عليه وسلم شجع على كثرة النسل ( تزوجوالودود الولودفأني مكاثر بكم الأمم ) او كما قال صلى الله عليه,اتق الله يا[PERSON_1] مراد الرسول صلى الله عليه وسلم شجع على كثرة النسل ( تزوجوالودود الولودفأني مكاثر بكم الأمم ) او كما قال صلى الله عليه,"[{""start"": 11, ""end"": 14, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""قصي"", ""mask_type"": ""PERSON""}]"
test_000161,Private,والطايف احلى والله لو يطورون من اليوم لين عشيرين سنه والله ماتغير هي واهلها لبا,و[LOC_1] احلى والله لو يطورون من اليوم لين [DATE_1] والله ماتغير هي واهلها لبا,"[{""start"": 1, ""end"": 7, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الطايف"", ""mask_type"": ""LOC""}, {""start"": 42, ""end"": 52, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""عشيرين سنه"", ""mask_type"": ""DATE""}]"
test_000163,Private,اشناء الله مباراة الاياب راح تكون باذن الله كما عهدنا وحداتية اللعب والسيطرة والاداء والاهداف وربكوا كريم يا وحداتية وما قيمة حياتي ان لم اكن وحداتي والي ما يطول العنب حامض عنه يقول والوحداتي من الاشارة بفهم وسلمولي على جبر الخمس,اشناء الله مباراة الاياب راح تكون باذن الله كما عهدنا وحداتية اللعب والسيطرة والاداء والاهداف وربكوا كريم يا وحداتية وما قيمة حياتي ان لم اكن وحداتي والي ما يطول العنب حامض عنه يقول والوحداتي من الاشارة بفهم وسلمولي على [PERSON_1] الخمس,"[{""start"": 220, ""end"": 223, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""جبر"", ""mask_type"": ""PERSON""}]"
test_000164,Private,يا مايكل فى الاخر هتتمنى انك تطلق من,يا [PERSON_1] فى الاخر هتتمنى انك تطلق من,"[{""start"": 3, ""end"": 8, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""مايكل"", ""mask_type"": ""PERSON""}]"
test_000165,Private,ما شاء الله تعالو شوفو مدارس عمان الي مابترحم اكيد لوكان في رقابة عليهم ماكانو عملو هيك وكمان ما في بديل,ما شاء الله تعالو شوفو مدارس [LOC_1] الي مابترحم اكيد لوكان في رقابة عليهم ماكانو عملو هيك وكمان ما في بديل,"[{""start"": 29, ""end"": 33, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""عمان"", ""mask_type"": ""LOC""}]"
test_000166,Private,أهم شي لاتروحون كازابلانكا خ خ خ و الله الظاهر من الحين فاقد بو الشباب ^__^ . . مشكوور أبو,أهم شي لاتروحون [LOC_1] خ خ خ و الله الظاهر من الحين فاقد بو الشباب ^__^ . . مشكوور أبو,"[{""start"": 16, ""end"": 26, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""كازابلانكا"", ""mask_type"": ""LOC""}]"
test_000169,Private,طيب لو جيت مثلا علا طريق الخدمه ونزلت عالسريع وماشي 120 افكر السرعه محدده 120 وفجأه شفت لوحه تبعد عن المخرج 10 كيلو او 5 كيلو مكتوب السرعه المحدده 110 اكيد جتني قسيمه صح وش الحل عطوني تعليقاتكم يا شباب مو المفروض يزيدو اللوحات أه حسبي الله ونعم,طيب لو جيت مثلا علا طريق الخدمه ونزلت عالسريع وماشي [NUM_1] افكر السرعه محدده [NUM_1] وفجأه شفت لوحه تبعد عن المخرج [NUM_2] كيلو او [NUM_3] كيلو مكتوب السرعه المحدده [NUM_4] اكيد جتني قسيمه صح وش الحل عطوني تعليقاتكم يا شباب مو المفروض يزيدو اللوحات أه حسبي الله ونعم,"[{""start"": 52, ""end"": 55, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""120"", ""mask_type"": ""NUM""}, {""start"": 74, ""end"": 77, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""120"", ""mask_type"": ""NUM""}, {""start"": 108, ""end"": 110, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""10"", ""mask_type"": ""NUM""}, {""start"": 119, ""end"": 120, ""placeholder"": ""[NUM_3]"", ""surface_form"": ""5"", ""mask_type"": ""NUM""}, {""start"": 147, ""end"": 150, ""placeholder"": ""[NUM_4]"", ""surface_form"": ""110"", ""mask_type"": ""NUM""}]"
test_000174,Private,لا تفكروني مطوع انا على رأيي سعيد صالح ( ( مستعد للإنحراف بس مش لاقي اللي يوجهني ) ),لا تفكروني مطوع انا على رأيي [PERSON_1] ( ( مستعد للإنحراف بس مش لاقي اللي يوجهني ) ),"[{""start"": 29, ""end"": 38, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سعيد صالح"", ""mask_type"": ""PERSON""}]"
test_000175,Private,يارجوب تملاء الدنيار عويلا بان مصر لم تذهب لتلعب مبارة كرة قدم في رام الله طيب يااخي انت استبدلت مقاومة تهويد القدس بكرة القدم ؟ لماذا تنتمى الى الفئة التى تمنع الفلسطنين من التصدي باجسادهم الطاهرة في الدفاع عن المقدسات ارجوا الا يكون دورك الحالى في التمثلية هو مهاجمة مصر للفت الانتباه والتغطية على الاجرام الاسرائيلى بحق المقدسات واخواننا والذين نحن مقصرين في حقهم اهل فلسطين,يا[PERSON_1] تملاء الدنيار عويلا بان [LOC_1] لم تذهب لتلعب مبارة كرة قدم في [LOC_2] طيب يااخي انت استبدلت مقاومة تهويد [LOC_3] بكرة القدم ؟ لماذا تنتمى الى الفئة التى تمنع الفلسطنين من التصدي باجسادهم الطاهرة في الدفاع عن المقدسات ارجوا الا يكون دورك الحالى في التمثلية هو مهاجمة [LOC_1] للفت الانتباه والتغطية على الاجرام الاسرائيلى بحق المقدسات واخواننا والذين نحن مقصرين في حقهم اهل [LOC_4],"[{""start"": 2, ""end"": 6, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رجوب"", ""mask_type"": ""PERSON""}, {""start"": 31, ""end"": 34, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}, {""start"": 66, ""end"": 74, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""رام الله"", ""mask_type"": ""LOC""}, {""start"": 110, ""end"": 115, ""placeholder"": ""[LOC_3]"", ""surface_form"": ""القدس"", ""mask_type"": ""LOC""}, {""start"": 269, ""end"": 272, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}, {""start"": 371, ""end"": 377, ""placeholder"": ""[LOC_4]"", ""surface_form"": ""فلسطين"", ""mask_type"": ""LOC""}]"
test_000176,Private,بيقلك 4 سنين اندعس بتقللي تهور ؟ ؟,بيقلك [NUM_1] سنين اندعس بتقللي تهور ؟ ؟,"[{""start"": 6, ""end"": 7, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""4"", ""mask_type"": ""NUM""}]"
test_000178,Private,بعتونا وبعتوا البلد للسفهاء وعديمى الضمير منكم لربنا فهو الوحيد الذى يستطيع تحريرنا من عبودية عبيد المال عملاء الشيطان ولاد العفاريت ويا خسارة مصر التى مرت عليها حضارات وحطمت الاساطير استطاع حفنة من الخونة ان يقضوا عليها واصبحت مصر فى خبر كان,بعتونا وبعتوا البلد للسفهاء وعديمى الضمير منكم لربنا فهو الوحيد الذى يستطيع تحريرنا من عبودية عبيد المال عملاء الشيطان ولاد العفاريت ويا خسارة [LOC_1] التى مرت عليها حضارات وحطمت الاساطير استطاع حفنة من الخونة ان يقضوا عليها واصبحت [LOC_1] فى خبر كان,"[{""start"": 143, ""end"": 146, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}, {""start"": 228, ""end"": 231, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000182,Private,لقد طعن علاء صادق الوطنيه المصريه فى الظهر عندا اختار اكثر الاماكن عدائيه للفراعنه ليقول رايه مما يدل على سوء,لقد طعن [PERSON_1] الوطنيه [LOC_1] فى الظهر عندا اختار اكثر الاماكن عدائيه للفراعنه ليقول رايه مما يدل على سوء,"[{""start"": 8, ""end"": 17, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""علاء صادق"", ""mask_type"": ""PERSON""}, {""start"": 26, ""end"": 33, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""المصريه"", ""mask_type"": ""LOC""}]"
test_000183,Private,"فلقد كانت تعرف منذ زمن طويل ان تركيا سيكون لها دور في المنطقة وعرفت بحسها الفني البطولي ان رجب اردوغان سيكون بطلاً قادماً لذلك غنت له قبل حتى ان نعرفه نحن حينما غنت "" رجب . . حش صاحبك عني "" ! ! ولكن السؤال الذي يطرح نفسه . . من هو صاحب رجب ؟ ! !","فلقد كانت تعرف منذ زمن طويل ان [LOC_1] سيكون لها دور في المنطقة وعرفت بحسها الفني البطولي ان [PERSON_1] [PERSON_2] سيكون بطلاً قادماً لذلك غنت له قبل حتى ان نعرفه نحن حينما غنت "" [PERSON_1] . . حش صاحبك عني "" ! ! ولكن السؤال الذي يطرح نفسه . . من هو صاحب [PERSON_1] ؟ ! !","[{""start"": 31, ""end"": 36, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""تركيا"", ""mask_type"": ""LOC""}, {""start"": 91, ""end"": 94, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رجب"", ""mask_type"": ""PERSON""}, {""start"": 95, ""end"": 102, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""اردوغان"", ""mask_type"": ""PERSON""}, {""start"": 167, ""end"": 170, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رجب"", ""mask_type"": ""PERSON""}, {""start"": 236, ""end"": 239, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رجب"", ""mask_type"": ""PERSON""}]"
test_000185,Private,4 - القضاء على التعصب العشائري اللي صار مصيبة المصايب الله يسامح الذين وضعوا الحطب في نار العشائرية لاننا عشائر وحمايل بس لنا مرجعية وهي الله الوطن الملك ولا يوجد على تراب الاردن اي شخص او شيخ اكبر من جلالة الخالق ري العالمين واكبر من شبر من تراب الوطن ولا اشرف من نسب العائلة المالكة سلالة الرسول عليه السلام ومن دون ذلك فهو شخص عادي يطبق عليه وعلى عشيرته وكل حمولته القانون وبصرامة بعدها مش راح تلاقي واحد يفتح فمه ويقول انا ابن فلان,[NUM_1] - القضاء على التعصب العشائري اللي صار مصيبة المصايب الله يسامح الذين وضعوا الحطب في نار العشائرية لاننا عشائر وحمايل بس لنا مرجعية وهي الله الوطن الملك ولا يوجد على تراب [LOC_1] اي شخص او شيخ اكبر من جلالة الخالق ري العالمين واكبر من شبر من تراب الوطن ولا اشرف من نسب العائلة المالكة سلالة الرسول عليه السلام ومن دون ذلك فهو شخص عادي يطبق عليه وعلى عشيرته وكل حمولته القانون وبصرامة بعدها مش راح تلاقي واحد يفتح فمه ويقول انا ابن فلان,"[{""start"": 0, ""end"": 1, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""4"", ""mask_type"": ""NUM""}, {""start"": 172, ""end"": 178, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الاردن"", ""mask_type"": ""LOC""}]"
test_000186,Private,اشوف الردود من النساء قليله جدا اتمنى من الاخوات المحترمات يردن على هذا الموضوع بأن المحترمه في مشيها ولبسها ووجد محرمها الا في وقت الضروره في عدم وجود محرم بأن لا احد يجرو على التعرض لها بل تكون كبيره في عيون الكل . يمكن نصيحه واحد تهدي الكثير من الفتيات ؟ !,اشوف الردود من النساء قليله جدا اتمنى من الاخوات المحترمات يردن على هذا الموضوع بأن المحترمه في مشيها ولبسها ووجد محرمها الا في وقت الضروره في عدم وجود محرم بأن لا احد يجرو على التعرض لها بل تكون كبيره في عيون الكل . يمكن نصيحه [NUM_1] تهدي الكثير من الفتيات ؟ !,"[{""start"": 228, ""end"": 232, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""واحد"", ""mask_type"": ""NUM""}]"
test_000188,Private,والله شعبان عبدالرحيم بلوة من بلاوي الزمن واكبر بلوة الناس اللي عاملة لية قيمة مش عارف لية وطول ماالناس عاملة للي زي دة قيمة مصر هتفضل,والله [PERSON_1] بلوة من بلاوي الزمن واكبر بلوة الناس اللي عاملة لية قيمة مش عارف لية وطول ماالناس عاملة للي زي دة قيمة [LOC_1] هتفضل,"[{""start"": 6, ""end"": 21, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""شعبان عبدالرحيم"", ""mask_type"": ""PERSON""}, {""start"": 125, ""end"": 128, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000189,Private,انا من اسيوط ممكن اسال الشوادر دى,انا من [LOC_1] ممكن اسال الشوادر دى,"[{""start"": 7, ""end"": 12, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسيوط"", ""mask_type"": ""LOC""}]"
